# title = Missing Transverse Momentum
# xlabel = $p_{\text{T},\text{miss}}\,$[GeV]
# ylabel = $\frac{\text{d}\sigma}{\text{d}p_{\text{T},\text{miss}}}\,\left[\frac{\text{fb}}{\text{GeV}}\right]$
# xmin=  0.000E+00
# xmax=  8.000E+02
# ymin=  1.000E-06
# ymax=  1.000E-01
# kmin= -5.000E+01
# kmax=  1.000E+01
# logscale = true
# Renormalization and factorization scale scaled by: 1.0000000000
# Renormalization scaled by: 1.0000000000
#
#
#=====================================================================================
# No.       Left      Right                   Value                   Error Hits
#-------------------------------------------------------------------------------------
   1       0.00      20.00  0.000000000000000E+00  0.000000000000000E+00 0
   2      20.00      40.00  0.000000000000000E+00  0.000000000000000E+00 0
   3      40.00      60.00  9.964053286229440E-03  9.674028007069862E-05 132881289
   4      60.00      80.00  9.376656364230322E-03  9.497476479602999E-05 120225248
   5      80.00     100.00  7.623782733354244E-03  9.640798456021081E-05 93485593
   6     100.00     120.00  5.683393110304534E-03  7.921971233248570E-05 72631847
   7     120.00     140.00  4.249181201910954E-03  7.040675081999568E-05 58161395
   8     140.00     160.00  3.242804432282668E-03  5.702717685297340E-05 47789120
   9     160.00     180.00  2.453588138303178E-03  4.832324005261902E-05 39934437
  10     180.00     200.00  1.964569771568497E-03  4.787048665595969E-05 33815504
  11     200.00     220.00  1.515303108496262E-03  3.520513508795426E-05 28944646
  12     220.00     240.00  1.139181309566238E-03  3.706862360019394E-05 24982358
  13     240.00     260.00  9.253142641669955E-04  2.975811988738160E-05 21717677
  14     260.00     280.00  7.370108365705865E-04  2.524480939638841E-05 19013859
  15     280.00     300.00  5.868212933866261E-04  2.373617284617553E-05 16736221
  16     300.00     320.00  5.142389624897273E-04  1.907161072714492E-05 14816601
  17     320.00     340.00  4.165303743810338E-04  1.688386790916292E-05 13181474
  18     340.00     360.00  3.090218290708970E-04  1.572158642521669E-05 11779767
  19     360.00     380.00  2.526652678430547E-04  1.558575041719280E-05 10553747
  20     380.00     400.00  2.065245230673224E-04  1.179858891815029E-05 9498702
  21     400.00     420.00  1.886142224494344E-04  1.199799763473190E-05 8579663
  22     420.00     440.00  1.626094450491380E-04  9.266529056526394E-06 7769058
  23     440.00     460.00  1.237722085437141E-04  9.385778612820220E-06 7058891
  24     460.00     480.00  1.006256655179591E-04  9.578306870485776E-06 6422744
  25     480.00     500.00  7.486935958047368E-05  7.296161830043725E-06 5866579
  26     500.00     520.00  6.513525944368769E-05  6.885143265125700E-06 5363280
  27     520.00     540.00  4.843401605127032E-05  7.091840325576923E-06 4912981
  28     540.00     560.00  5.296117861470577E-05  5.189541594773359E-06 4513376
  29     560.00     580.00  3.390065109098102E-05  7.224456809731349E-06 4154857
  30     580.00     600.00  3.789846491461844E-05  4.412450573344873E-06 3830416
  31     600.00     620.00  2.838448134007103E-05  3.865212476724310E-06 3534114
  32     620.00     640.00  2.517692640728296E-05  4.054081196406396E-06 3268168
  33     640.00     660.00  1.569541484401341E-05  4.096079552931793E-06 3023642
  34     660.00     680.00  1.801163446245144E-05  3.265532406912340E-06 2807104
  35     680.00     700.00  1.138380613015606E-05  3.375930323580938E-06 2603741
  36     700.00     720.00  1.368903749331142E-05  2.195836249348305E-06 2420189
  37     720.00     740.00  8.078083472042058E-06  2.296855654599657E-06 2252876
  38     740.00     760.00  1.244253362102927E-05  1.807784181005739E-06 2096905
  39     760.00     780.00  7.899346727918841E-06  2.292136548847836E-06 1957952
  40     780.00     800.00  8.415830127572823E-06  1.727658155292815E-06 1824887
  41     800.00     820.00  7.595833084068059E-06  1.527132158380900E-06 1704826
  42     820.00     840.00  5.800609355212215E-06  1.100779109948373E-06 1594185
  43     840.00     860.00  3.474712411234602E-06  1.290450290906568E-06 1493910
  44     860.00     880.00  5.982371314437900E-06  1.182945902442958E-06 1400075
  45     880.00     900.00  1.191525390773780E-07  2.259567520141569E-06 1312671
  46     900.00     920.00  1.574080485665007E-06  1.173292568964514E-06 1231853
  47     920.00     940.00  1.989207723726522E-06  8.959027807572295E-07 1155871
  48     940.00     960.00  2.905720291620704E-06  8.180205531664612E-07 1087997
  49     960.00     980.00  3.243682856637805E-06  6.054341064077228E-07 1020850
  50     980.00    1000.00  1.580529198276159E-06  6.517207807529653E-07 961693
