# title = Transverse Mass Positron--anti-Muon System
# xlabel = $M_{\text{T},\text{e}^+\mu^+}\,$[GeV]
# ylabel = $\frac{\text{d}\sigma}{\text{d}M_{\text{T},\text{e}^+\mu^+}}\,\left[\frac{\text{fb}}{\text{GeV}}\right]$
# xmin=  0.000E+00
# xmax=  8.000E+02
# ymin=  1.000E-06
# ymax=  1.000E-02
# kmin= -3.000E+01
# kmax=  1.000E+01
# logscale = true
# Renormalization and factorization scale scaled by: 1.0000000000
# Renormalization scaled by: 1.0000000000
#
#
#=====================================================================================
# No.       Left      Right                   Value                   Error Hits
#-------------------------------------------------------------------------------------
   1       0.00      40.00  1.594618211109097E-03  2.849648888772969E-05 43229264
   2      40.00      80.00  5.280986825706190E-03  5.492070297446480E-05 129983053
   3      80.00     120.00  5.816970674413567E-03  5.318259558876519E-05 129135957
   4     120.00     160.00  4.157614205006484E-03  4.734366702124798E-05 101308321
   5     160.00     200.00  2.789075887866279E-03  3.578786824667877E-05 78205314
   6     200.00     240.00  1.903494585853817E-03  3.159354125479607E-05 61118914
   7     240.00     280.00  1.265099814454496E-03  2.402105459407854E-05 48586767
   8     280.00     320.00  8.869568336605788E-04  1.948919192004667E-05 39218120
   9     320.00     360.00  6.285311574634590E-04  1.695586395256434E-05 32111176
  10     360.00     400.00  4.493471996281213E-04  1.476591987580034E-05 26613347
  11     400.00     440.00  3.357074929360053E-04  1.237354838715463E-05 22292515
  12     440.00     480.00  2.503956582710288E-04  1.563502346397643E-05 18862164
  13     480.00     520.00  1.731944850421800E-04  1.015389761452832E-05 16079784
  14     520.00     560.00  1.340310721100009E-04  7.464898087714824E-06 13813872
  15     560.00     600.00  1.031968470058590E-04  6.231855518217046E-06 11946649
  16     600.00     640.00  6.695059154056867E-05  5.510254868458878E-06 10390344
  17     640.00     680.00  5.847914471346148E-05  5.138247896521196E-06 9083931
  18     680.00     720.00  4.866043601347302E-05  4.244587540888095E-06 7978988
  19     720.00     760.00  3.598038270875780E-05  3.646684946955147E-06 7039911
  20     760.00     800.00  3.220824978860885E-05  3.201543893015123E-06 6234709
  21     800.00     840.00  2.606248138998648E-05  2.969159025767921E-06 5540622
  22     840.00     880.00  1.698728181103374E-05  2.109122351154559E-06 4942105
  23     880.00     920.00  1.242990972228222E-05  1.730552405465656E-06 4423546
  24     920.00     960.00  1.082933686573676E-05  1.603019991871017E-06 3967726
  25     960.00    1000.00  8.733003919912864E-06  1.383866948628813E-06 3567905
  26    1000.00    1040.00  8.504350777094798E-06  1.139415979878264E-06 3218509
  27    1040.00    1080.00  4.560354806184260E-06  1.186992194064653E-06 2912320
  28    1080.00    1120.00  4.100007939958755E-06  8.573753039025960E-07 2637176
  29    1120.00    1160.00  3.297106754598880E-06  1.126016967913982E-06 2392789
  30    1160.00    1200.00  2.632789899257536E-06  7.070441695768138E-07 2176598
  31    1200.00    1240.00  2.341402790785610E-06  6.154591349280956E-07 1983898
  32    1240.00    1280.00  1.684432781017262E-06  5.214026177734653E-07 1813125
  33    1280.00    1320.00  1.484230786542610E-06  5.313633632975780E-07 1656253
  34    1320.00    1360.00  1.046823661228529E-06  4.348949598425225E-07 1515596
  35    1360.00    1400.00  1.337312360542843E-06  3.472644365748765E-07 1390554
  36    1400.00    1440.00  1.158915735942606E-06  3.656692392869341E-07 1274833
  37    1440.00    1480.00  1.053136748626340E-06  2.745453419880233E-07 1175317
  38    1480.00    1520.00  7.176354276632133E-07  2.410015384208613E-07 1079986
  39    1520.00    1560.00  5.778350562501009E-07  1.615955413056698E-07 996081
  40    1560.00    1600.00  4.817895242282912E-07  1.505256571158372E-07 920946
  41    1600.00    1640.00  4.421286241895470E-07  3.152172947273261E-07 849102
  42    1640.00    1680.00  4.733144696726808E-07  1.733534729051506E-07 785069
  43    1680.00    1720.00  3.406104195242907E-07  1.106244640047548E-07 725734
  44    1720.00    1760.00  2.123393937443632E-07  1.056926072157644E-07 675595
  45    1760.00    1800.00 -1.354451930236783E-08  1.421477777422072E-07 626189
  46    1800.00    1840.00  2.718800342787893E-07  8.212721853025922E-08 581058
  47    1840.00    1880.00  2.450140636565102E-07  1.174208315560867E-07 539870
  48    1880.00    1920.00  1.792990601130965E-07  6.610275435690608E-08 502153
  49    1920.00    1960.00  1.467043484240642E-07  4.463973885653306E-08 466928
  50    1960.00    2000.00  6.987400108433606E-08  4.196899849566598E-08 434891
  51    2000.00    2040.00  6.931377006461445E-08  3.635768645799864E-08 405885
