   1      -5.00      -4.50  0.000000000000000E+00  0.000000000000000E+00 0	   1      -5.00      -4.50  0.000000000000000E+00  0.000000000000000E+00 0	   1      -5.00      -4.50  0.000000000000000E+00  0.000000000000000E+00 0	   1      -5.00      -4.50  0.000000000000000E+00  0.000000000000000E+00 0	   1      -5.00      -4.50  0.000000000000000E+00  0.000000000000000E+00 0	   1      -5.00      -4.50  0.000000000000000E+00  0.000000000000000E+00 0	   1      -5.00      -4.50  0.000000000000000E+00  0.000000000000000E+00 0
   2      -4.50      -4.00  7.216135982471365E-02  5.273607244171870E-04 358614469	   2      -4.50      -4.00  7.223076215465651E-02  4.760251800257888E-04 358614469	   2      -4.50      -4.00  7.185705298639762E-02  4.709097870718615E-04 358614469	   2      -4.50      -4.00  7.122108696918841E-02  4.250025007562988E-04 358614469	   2      -4.50      -4.00  7.155112942051997E-02  6.828936293931947E-04 358614469	   2      -4.50      -4.00  7.268459449955406E-02  6.089447682235458E-04 358614469	   2      -4.50      -4.00  7.208072012775604E-02  5.915322165901674E-04 358614469
   3      -4.00      -3.50  1.507778763827059E-01  7.822470461331969E-04 501496361	   3      -4.00      -3.50  1.509519126643163E-01  7.081843209890877E-04 501496361	   3      -4.00      -3.50  1.501935272386654E-01  7.016860187447799E-04 501496361	   3      -4.00      -3.50  1.491016408073148E-01  6.351368826312759E-04 501496361	   3      -4.00      -3.50  1.499941203167667E-01  1.000775354653326E-03 501496361	   3      -4.00      -3.50  1.520012734900251E-01  8.957049251412599E-04 501496361	   3      -4.00      -3.50  1.505790830386527E-01  8.742190392844175E-04 501496361
   4      -3.50      -3.00  2.285352016654069E-01  9.894388771859038E-04 601497635	   4      -3.50      -3.00  2.290285364468238E-01  8.972137146657069E-04 601497635	   4      -3.50      -3.00  2.279715871837258E-01  8.896024366142950E-04 601497635	   4      -3.50      -3.00  2.267587244766780E-01  8.066117880813803E-04 601497635	   4      -3.50      -3.00  2.272803523969902E-01  1.257000857099186E-03 601497635	   4      -3.50      -3.00  2.302071039716377E-01  1.127149285465986E-03 601497635	   4      -3.50      -3.00  2.279538367256124E-01  1.103572158818532E-03 601497635
   5      -3.00      -2.50  2.660064240931785E-01  9.911652508234304E-04 638491536	   5      -3.00      -2.50  2.669840800260873E-01  9.009959960948548E-04 638491536	   5      -3.00      -2.50  2.660310598347976E-01  9.033800455041751E-04 638491536	   5      -3.00      -2.50  2.651691706069211E-01  8.210665549384554E-04 638491536	   5      -3.00      -2.50  2.636831583440871E-01  1.238218072623015E-03 638491536	   5      -3.00      -2.50  2.673001189597175E-01  1.113767621372650E-03 638491536	   5      -3.00      -2.50  2.648408571700753E-01  1.102135287162578E-03 638491536
   6      -2.50      -2.00  2.484046341331247E-01  8.557103190293399E-04 606727583	   6      -2.50      -2.00  2.495508680501956E-01  7.790527333326821E-04 606727583	   6      -2.50      -2.00  2.485268008499941E-01  7.883387466837779E-04 606727583	   6      -2.50      -2.00  2.481011928173957E-01  7.176084472393515E-04 606727583	   6      -2.50      -2.00  2.462316823127347E-01  1.054096104406191E-03 606727583	   6      -2.50      -2.00  2.496338995212248E-01  9.498868658796769E-04 606727583	   6      -2.50      -2.00  2.470336293631718E-01  9.497557408388216E-04 606727583
   7      -2.00      -1.50  1.926271007633661E-01  6.588941198649985E-04 519069987	   7      -2.00      -1.50  1.935260189155712E-01  6.003054869284938E-04 519069987	   7      -2.00      -1.50  1.928085155604214E-01  6.146925780756764E-04 519069987	   7      -2.00      -1.50  1.925749027298456E-01  5.599578458809466E-04 519069987	   7      -2.00      -1.50  1.910391205528329E-01  8.002236037941194E-04 519069987	   7      -2.00      -1.50  1.935379547254392E-01  7.217321031538148E-04 519069987	   7      -2.00      -1.50  1.915539997908748E-01  7.306745814016467E-04 519069987
   8      -1.50      -1.00  1.230200951007874E-01  4.443476571877696E-04 396917319	   8      -1.50      -1.00  1.235958929696873E-01  4.051726365873474E-04 396917319	   8      -1.50      -1.00  1.231224725308344E-01  4.176322413155638E-04 396917319	   8      -1.50      -1.00  1.230099548046182E-01  3.807699909114980E-04 396917319	   8      -1.50      -1.00  1.221341689417099E-01  5.349831064686801E-04 396917319	   8      -1.50      -1.00  1.236694566093641E-01  4.829462086471995E-04 396917319	   8      -1.50      -1.00  1.223309186712838E-01  4.922740295183382E-04 396917319
   9      -1.00      -0.50  6.481220347349466E-02  2.766815857441940E-04 280083418	   9      -1.00      -0.50  6.500285752109729E-02  2.522810453135836E-04 280083418	   9      -1.00      -0.50  6.482893302402101E-02  2.614083378173573E-04 280083418	   9      -1.00      -0.50  6.466924671631277E-02  2.383285084126449E-04 280083418	   9      -1.00      -0.50  6.456410005963099E-02  3.307778564475141E-04 280083418	   9      -1.00      -0.50  6.521424322748517E-02  2.985950642391068E-04 280083418	   9      -1.00      -0.50  6.458547591911774E-02  3.065335461441888E-04 280083418
  10      -0.50       0.00  3.093435719674800E-02  2.668135836855686E-04 206935502	  10      -0.50       0.00  3.098644244174736E-02  2.430627167772801E-04 206935502	  10      -0.50       0.00  3.094466448777486E-02  2.480501169055808E-04 206935502	  10      -0.50       0.00  3.082265263287452E-02  2.259635669920705E-04 206935502	  10      -0.50       0.00  3.085515039185266E-02  3.215548571633433E-04 206935502	  10      -0.50       0.00  3.112803167178045E-02  2.899930065750029E-04 206935502	  10      -0.50       0.00  3.087243556476525E-02  2.958595533988283E-04 206935502
  11       0.00       0.50  3.085413793796760E-02  1.521141664621068E-04 199016257	  11       0.00       0.50  3.091123087929914E-02  1.386343331057686E-04 199016257	  11       0.00       0.50  3.082511599547067E-02  1.452903544776209E-04 199016257	  11       0.00       0.50  3.071182423324594E-02  1.324103928708653E-04 199016257	  11       0.00       0.50  3.081861622882675E-02  1.807592511335589E-04 199016257	  11       0.00       0.50  3.109198157044856E-02  1.630765894022702E-04 199016257	  11       0.00       0.50  3.078657185793311E-02  1.686112333596079E-04 199016257
