# title = Invariant Mass visible System
# xlabel = $M_{\text{e}^+\mu^+\text{j}_1\text{j}_2}\,$[GeV]
# ylabel = $\frac{\text{d}\sigma}{\text{d}M_{\text{e}^+\mu^+\text{j}_1\text{j}_2}}\,\left[\frac{\text{fb}}{\text{GeV}}\right]$
# xmin=  0.000E+00
# xmax=  1.600E+03
# ymin=  1.000E-06
# ymax=  1.000E-02
# kmin= -2.000E+01
# kmax=  1.000E+01
# logscale = true
# Renormalization and factorization scale scaled by: 1.0000000000
# Renormalization scaled by: 1.0000000000
#
#
#=====================================================================================
# No.       Left      Right                   Value                   Error Hits
#-------------------------------------------------------------------------------------
 283    5640.00    5660.00  1.687928543901655E-05  3.611797426261722E-06 854283
 284    5660.00    5680.00  3.103928783940893E-06  5.298769395700655E-06 846442
 285    5680.00    5700.00 -2.364655198433655E-06  5.544280547624910E-06 838735
 286    5700.00    5720.00  7.949176948895005E-06  6.075740158242115E-06 833257
 287    5720.00    5740.00  8.739755521314866E-06  5.103961329715864E-06 824738
 288    5740.00    5760.00 -3.861393124590046E-06  7.232072792370436E-06 817601
 289    5760.00    5780.00  1.534897277540119E-05  7.460632814673317E-06 809050
 290    5780.00    5800.00  2.116360538925581E-06  3.972135241161280E-06 802726
 291    5800.00    5820.00  1.021684525234914E-05  3.566610513513591E-06 794272
 292    5820.00    5840.00  5.173968551667461E-06  3.549171937838802E-06 789127
 293    5840.00    5860.00  3.749516952449479E-06  5.299950689209620E-06 782339
 294    5860.00    5880.00  7.196468434019602E-06  4.726677425372279E-06 775189
 295    5880.00    5900.00  1.021157809443224E-05  3.284866845019532E-06 766628
 296    5900.00    5920.00  5.732845971301959E-07  2.620225395599675E-06 760386
 297    5920.00    5940.00  3.528966289618384E-06  2.383421342684137E-06 752607
 298    5940.00    5960.00  2.614137053441608E-06  3.129989377048523E-06 747594
 299    5960.00    5980.00  4.587540153429566E-06  2.918849214188960E-06 740130
 300    5980.00    6000.00  2.731342569891289E-06  2.604964721620352E-06 732842
 301    6000.00    6020.00  3.352619263955593E-06  3.467400488130599E-06 726936
 302    6020.00    6040.00  7.347199868132416E-06  3.697659800288960E-06 718182
 303    6040.00    6060.00 -1.651117176278768E-06  3.791336102602620E-06 713081
 304    6060.00    6080.00  4.399776383420634E-06  3.927195755640721E-06 706515
 305    6080.00    6100.00 -1.664103508971235E-06  4.620758511802484E-06 699779
 306    6100.00    6120.00  8.894537845083490E-06  4.668727656452063E-06 693005
 307    6120.00    6140.00 -2.502838317716970E-06  2.384284656081114E-06 687332
 308    6140.00    6160.00  7.768869150231771E-06  2.198592242565940E-06 681318
 309    6160.00    6180.00  2.034681148352617E-06  2.347006264097565E-06 674172
 310    6180.00    6200.00  3.686064002133068E-06  3.282912917788141E-06 668400
 311    6200.00    6220.00  3.948697903668142E-06  3.181016552205624E-06 662318
 312    6220.00    6240.00  2.618684593734618E-06  2.047214991057076E-06 655144
 313    6240.00    6260.00  3.155773413775818E-06  2.326491825599895E-06 650992
 314    6260.00    6280.00  1.708636945510835E-06  1.937653837105287E-06 644512
 315    6280.00    6300.00  3.620389429052592E-06  1.368507696421168E-06 640636
 316    6300.00    6320.00 -3.221437991257141E-07  1.737256183111997E-06 633601
 317    6320.00    6340.00 -1.159241961269633E-07  1.741389219473762E-06 625770
 318    6340.00    6360.00  2.346131448577604E-06  1.784073357765048E-06 620443
 319    6360.00    6380.00  2.499333633114192E-06  1.885586347566994E-06 616491
