# title = Transverse Momentum anti-Muon
# xlabel = $p_{\text{T},\mu^-}\,$[GeV]
# ylabel = $\frac{\text{d}\sigma}{\text{d}p_{\text{T},\mu^-}}\,\left[\frac{\text{fb}}{\text{GeV}}\right]$
# xmin=  0.000E+00
# xmax=  8.000E+02
# ymin=  1.000E-06
# ymax=  1.000E-02
# kmin= -5.000E+01
# kmax=  1.000E+01
# logscale = true
# Renormalization and factorization scale scaled by: 1.0000000000
# Renormalization scaled by: 1.0000000000
#
#
#=====================================================================================
# No.       Left      Right                   Value                   Error Hits
#-------------------------------------------------------------------------------------
   1       0.00      20.00  0.000000000000000E+00  0.000000000000000E+00 0
   2      20.00      40.00  1.673143164135875E-02  1.348897465789937E-04 201828825
   3      40.00      60.00  1.187613573662793E-02  1.112190073391986E-04 152486530
   4      60.00      80.00  7.496712342878010E-03  8.697313465640675E-05 99787374
   5      80.00     100.00  4.930582891034739E-03  6.692473804795458E-05 71188620
   6     100.00     120.00  3.199853878742224E-03  5.850822618874611E-05 53448392
   7     120.00     140.00  2.108549277182835E-03  4.605284684343766E-05 41571162
   8     140.00     160.00  1.489466597249643E-03  4.028337487408504E-05 33197577
   9     160.00     180.00  1.069598594798656E-03  3.359826147260833E-05 27053393
  10     180.00     200.00  7.923760854897322E-04  2.389853087218660E-05 22411908
  11     200.00     220.00  5.765162128659663E-04  2.065421127194885E-05 18823293
  12     220.00     240.00  4.309392444243431E-04  1.739780908758713E-05 15997459
  13     240.00     260.00  3.303587822561481E-04  1.384583584104405E-05 13728423
  14     260.00     280.00  2.564491506655968E-04  1.221922076681172E-05 11877859
  15     280.00     300.00  2.063229780440007E-04  9.768458703755511E-06 10360435
  16     300.00     320.00  1.615078212243861E-04  9.259177442587876E-06 9091293
  17     320.00     340.00  1.274673362423417E-04  7.196416568317774E-06 8028238
  18     340.00     360.00  8.881483536283958E-05  7.084048325670597E-06 7118787
  19     360.00     380.00  6.779316836322796E-05  6.130907220772870E-06 6348994
  20     380.00     400.00  6.265629408991647E-05  5.135079504616413E-06 5681414
  21     400.00     420.00  4.076636347712605E-05  4.373608314952587E-06 5107738
  22     420.00     440.00  3.874571278771080E-05  4.034355693087936E-06 4606363
  23     440.00     460.00  2.732310020374099E-05  4.252732762756854E-06 4172758
  24     460.00     480.00  2.547042729898905E-05  2.670359608370524E-06 3784512
  25     480.00     500.00  1.899370518143070E-05  2.270554980219150E-06 3442703
  26     500.00     520.00  1.430296533762838E-05  1.879604434641009E-06 3140609
  27     520.00     540.00  1.227033253509146E-05  1.880037135088308E-06 2871940
  28     540.00     560.00  1.187466429335180E-05  1.621263515474141E-06 2630182
  29     560.00     580.00  8.153014646013822E-06  1.560629324517506E-06 2415766
  30     580.00     600.00  6.007828732849898E-06  1.370586841141460E-06 2223092
  31     600.00     620.00  4.992142865766155E-06  1.479625710712691E-06 2047000
  32     620.00     640.00  5.503077573993863E-06  8.784130767130680E-07 1894080
  33     640.00     660.00  4.548768502266524E-06  7.390291847248285E-07 1748918
  34     660.00     680.00  4.030928007098453E-06  9.325857966236166E-07 1618464
  35     680.00     700.00  2.286412294866041E-06  9.590133650601259E-07 1501818
  36     700.00     720.00  3.251867678502722E-06  5.104877492013276E-07 1397202
  37     720.00     740.00  2.384933248185124E-06  5.837437876335274E-07 1298792
  38     740.00     760.00  2.123288508770214E-06  4.357013790564556E-07 1206861
  39     760.00     780.00  2.603618720271793E-06  7.423654223258535E-07 1126512
  40     780.00     800.00  1.818929677686068E-06  3.201158679516961E-07 1050869
  41     800.00     820.00  1.595570370758644E-06  4.065600614332843E-07 981377
  42     820.00     840.00  7.754695810952350E-07  3.547958645022686E-07 917749
  43     840.00     860.00  7.765701764737504E-07  2.790440942404535E-07 856260
  44     860.00     880.00  6.892545980790152E-07  1.914497933860285E-07 805105
  45     880.00     900.00  7.068470036162721E-07  1.769130843802732E-07 753579
  46     900.00     920.00  1.990089133156350E-07  1.910856696962554E-07 707906
  47     920.00     940.00  6.644515358587074E-07  1.849321504539408E-07 665026
  48     940.00     960.00  6.295443465512270E-07  3.872037008171715E-07 624398
  49     960.00     980.00  6.279087099730524E-08  4.156771529035825E-07 587669
  50     980.00    1000.00  2.844638296006744E-07  1.111024021658827E-07 553665
  51    1000.00    1020.00  2.645055077910582E-07  9.345191452008798E-08 518604
  52    1020.00    1040.00  1.932989934431936E-07  1.000652891604534E-07 491095
  53    1040.00    1060.00 -3.555954569610986E-07  3.773078568398990E-07 463711
  54    1060.00    1080.00  3.167567987459611E-07  8.405894289704564E-08 436858
  55    1080.00    1100.00  9.766707902964251E-08  5.887877573943669E-08 412219
  56    1100.00    1120.00  7.153866949006008E-08  9.271668135027321E-08 390129
  57    1120.00    1140.00 -4.774857062382819E-08  1.129380751279860E-07 369165
  58    1140.00    1160.00  7.706101401689446E-08  4.319834234070733E-08 348200
  59    1160.00    1180.00  6.106409673970224E-08  4.811962797441474E-08 331261
  60    1180.00    1200.00 -8.046774308942390E-09  7.486751791233049E-08 312691
  61    1200.00    1220.00  1.581718299927075E-07  4.712117333611826E-08 297299
  62    1220.00    1240.00  2.863241789158068E-08  5.771870456814706E-08 280786
  63    1240.00    1260.00 -1.920903685981160E-08  5.773064679043341E-08 266828
  64    1260.00    1280.00  1.078196960239234E-07  3.024269348715690E-08 252636
  65    1280.00    1300.00  9.748739021513363E-09  3.147066100925571E-08 239508
  66    1300.00    1320.00  6.727186577000497E-08  2.599024865183415E-08 227199
  67    1320.00    1340.00  2.813030343044635E-08  3.042019340167243E-08 216527
  68    1340.00    1360.00  4.844152050568503E-08  1.930850423031087E-08 205551
  69    1360.00    1380.00  4.310195988721945E-08  1.606758902673628E-08 195119
  70    1380.00    1400.00  3.335309543050631E-08  1.352261279522675E-08 185903
  71    1400.00    1420.00  1.458304540156560E-08  6.929417479787440E-09 176888
  72    1420.00    1440.00  2.161812082268810E-08  8.765255072323011E-09 168514
  73    1440.00    1460.00  1.832793290139744E-08  1.044925835500237E-08 160816
  74    1460.00    1480.00  1.023153377024915E-08  6.574791404175021E-09 152773
  75    1480.00    1500.00  1.670755107013973E-08  9.324715358744206E-09 145100
  76    1500.00    1520.00  2.026157865780808E-08  7.748624923236036E-09 139410
  77    1520.00    1540.00  1.115903224687507E-08  4.614008539820825E-09 132160
  78    1540.00    1560.00  1.723772033790448E-08  4.140308264904663E-09 126237
  79    1560.00    1580.00  1.508815394815875E-09  3.656191911348968E-09 119903
  80    1580.00    1600.00  1.340264365899520E-08  4.556790074989378E-09 114288
  81    1600.00    1620.00  3.420424330878936E-09  4.309506460141326E-09 109832
  82    1620.00    1640.00  4.919112921413544E-09  4.037751622061156E-09 104281
  83    1640.00    1660.00  4.518397152542036E-09  2.537326804191547E-09 99484
  84    1660.00    1680.00  2.018574986378177E-09  2.263395974773637E-09 95193
  85    1680.00    1700.00  3.244507378630440E-09  2.188493916106178E-09 90827
  86    1700.00    1720.00  1.935672722737284E-09  4.584998900159434E-09 86780
  87    1720.00    1740.00  3.338447712369091E-09  1.032560042717895E-09 82799
  88    1740.00    1760.00  2.793011679798737E-09  3.515293455802393E-09 78846
  89    1760.00    1780.00  5.026441655834664E-09  1.149270733687995E-09 75765
  90    1780.00    1800.00 -2.591443730904752E-09  4.430339077054644E-09 72092
