  +0.0000000e+00   +5.0000000e-02   +2.0837088e-04   +5.3930343e-07  +2.0837088e-04   +1.9147777e-04   +2.2839412e-04   +2.0837088e-04   +2.0837088e-04   +2.0837088e-04   +1.9147777e-04   +1.9147777e-04   +1.9147777e-04   +2.2839412e-04   +2.2839412e-04   +2.2839412e-04
  +5.0000000e-02   +1.0000000e-01   +2.0426917e-04   +6.4459933e-07  +2.0426917e-04   +1.8767587e-04   +2.2394349e-04   +2.0426917e-04   +2.0426917e-04   +2.0426917e-04   +1.8767587e-04   +1.8767587e-04   +1.8767587e-04   +2.2394349e-04   +2.2394349e-04   +2.2394349e-04
  +1.0000000e-01   +1.5000000e-01   +1.9531664e-04   +5.6606946e-07  +1.9531664e-04   +1.7939231e-04   +2.1420965e-04   +1.9531664e-04   +1.9531664e-04   +1.9531664e-04   +1.7939231e-04   +1.7939231e-04   +1.7939231e-04   +2.1420965e-04   +2.1420965e-04   +2.1420965e-04
  +1.5000000e-01   +2.0000000e-01   +1.8230154e-04   +7.3768722e-07  +1.8230154e-04   +1.6736094e-04   +2.0004741e-04   +1.8230154e-04   +1.8230154e-04   +1.8230154e-04   +1.6736094e-04   +1.6736094e-04   +1.6736094e-04   +2.0004741e-04   +2.0004741e-04   +2.0004741e-04
  +2.0000000e-01   +2.5000000e-01   +1.6306622e-04   +1.8705133e-07  +1.6306622e-04   +1.4964763e-04   +1.7901472e-04   +1.6306622e-04   +1.6306622e-04   +1.6306622e-04   +1.4964763e-04   +1.4964763e-04   +1.4964763e-04   +1.7901472e-04   +1.7901472e-04   +1.7901472e-04
  +2.5000000e-01   +3.0000000e-01   +1.4195424e-04   +2.1273502e-07  +1.4195424e-04   +1.3025010e-04   +1.5586854e-04   +1.4195424e-04   +1.4195424e-04   +1.4195424e-04   +1.3025010e-04   +1.3025010e-04   +1.3025010e-04   +1.5586854e-04   +1.5586854e-04   +1.5586854e-04
  +3.0000000e-01   +3.5000000e-01   +1.1888047e-04   +3.2214593e-07  +1.1888047e-04   +1.0910500e-04   +1.3049426e-04   +1.1888047e-04   +1.1888047e-04   +1.1888047e-04   +1.0910500e-04   +1.0910500e-04   +1.0910500e-04   +1.3049426e-04   +1.3049426e-04   +1.3049426e-04
  +3.5000000e-01   +4.0000000e-01   +9.4358092e-05   +1.6351387e-07  +9.4358092e-05   +8.6657126e-05   +1.0349275e-04   +9.4358092e-05   +9.4358092e-05   +9.4358092e-05   +8.6657126e-05   +8.6657126e-05   +8.6657126e-05   +1.0349275e-04   +1.0349275e-04   +1.0349275e-04
  +4.0000000e-01   +4.5000000e-01   +7.0547627e-05   +1.8294017e-07  +7.0547627e-05   +6.4850179e-05   +7.7289042e-05   +7.0547627e-05   +7.0547627e-05   +7.0547627e-05   +6.4850179e-05   +6.4850179e-05   +6.4850179e-05   +7.7289042e-05   +7.7289042e-05   +7.7289042e-05
  +4.5000000e-01   +5.0000000e-01   +4.8818888e-05   +1.4356894e-07  +4.8818888e-05   +4.4959871e-05   +5.3364848e-05   +4.8818888e-05   +4.8818888e-05   +4.8818888e-05   +4.4959871e-05   +4.4959871e-05   +4.4959871e-05   +5.3364848e-05   +5.3364848e-05   +5.3364848e-05
  +5.0000000e-01   +5.5000000e-01   +3.4644684e-05   +5.5721217e-08  +3.4644684e-05   +3.1958925e-05   +3.7795500e-05   +3.4644684e-05   +3.4644684e-05   +3.4644684e-05   +3.1958925e-05   +3.1958925e-05   +3.1958925e-05   +3.7795500e-05   +3.7795500e-05   +3.7795500e-05
  +5.5000000e-01   +6.0000000e-01   +2.5563151e-05   +5.1619585e-08  +2.5563151e-05   +2.3602461e-05   +2.7857374e-05   +2.5563151e-05   +2.5563151e-05   +2.5563151e-05   +2.3602461e-05   +2.3602461e-05   +2.3602461e-05   +2.7857374e-05   +2.7857374e-05   +2.7857374e-05
  +6.0000000e-01   +6.5000000e-01   +1.8475146e-05   +1.4995353e-07  +1.8475146e-05   +1.7074774e-05   +2.0109157e-05   +1.8475146e-05   +1.8475146e-05   +1.8475146e-05   +1.7074774e-05   +1.7074774e-05   +1.7074774e-05   +2.0109157e-05   +2.0109157e-05   +2.0109157e-05
  +6.5000000e-01   +7.0000000e-01   +1.2621525e-05   +3.6318865e-08  +1.2621525e-05   +1.1669221e-05   +1.3731227e-05   +1.2621525e-05   +1.2621525e-05   +1.2621525e-05   +1.1669221e-05   +1.1669221e-05   +1.1669221e-05   +1.3731227e-05   +1.3731227e-05   +1.3731227e-05
  +7.0000000e-01   +7.5000000e-01   +8.7453678e-06   +3.7574957e-08  +8.7453678e-06   +8.0839222e-06   +9.5159631e-06   +8.7453678e-06   +8.7453678e-06   +8.7453678e-06   +8.0839222e-06   +8.0839222e-06   +8.0839222e-06   +9.5159631e-06   +9.5159631e-06   +9.5159631e-06
  +7.5000000e-01   +8.0000000e-01   +6.0452526e-06   +4.0123455e-08  +6.0452526e-06   +5.5837228e-06   +6.5836889e-06   +6.0452526e-06   +6.0452526e-06   +6.0452526e-06   +5.5837228e-06   +5.5837228e-06   +5.5837228e-06   +6.5836889e-06   +6.5836889e-06   +6.5836889e-06
