   0.00000000E+00   0.50000000E+00   0.00000000E+00   0.00000000E+00
   0.50000000E+00   0.10000000E+01   0.00000000E+00   0.00000000E+00
   0.10000000E+01   0.15000000E+01   0.00000000E+00   0.00000000E+00
   0.15000000E+01   0.20000000E+01   0.00000000E+00   0.00000000E+00
   0.20000000E+01   0.25000000E+01   0.00000000E+00   0.00000000E+00
   0.25000000E+01   0.30000000E+01   0.22862400E+00   0.17599911E-02
   0.30000000E+01   0.35000000E+01   0.31674535E+00   0.15020791E-02
   0.35000000E+01   0.40000000E+01   0.39446524E+00   0.16099246E-02
   0.40000000E+01   0.45000000E+01   0.42274382E+00   0.18458394E-02
   0.45000000E+01   0.50000000E+01   0.39976027E+00   0.19949288E-02
   0.50000000E+01   0.55000000E+01   0.34107444E+00   0.21243838E-02
   0.55000000E+01   0.60000000E+01   0.25759731E+00   0.24689491E-02
   0.60000000E+01   0.65000000E+01   0.17007832E+00   0.26496548E-02
   0.65000000E+01   0.70000000E+01   0.10361832E+00   0.28451947E-02
   0.70000000E+01   0.75000000E+01   0.55448731E-01   0.43702991E-02
   0.75000000E+01   0.80000000E+01   0.23862124E-01   0.23368983E-02
   0.80000000E+01   0.85000000E+01   0.86490556E-02   0.33058508E-02
   0.85000000E+01   0.90000000E+01   0.91565509E-03   0.36432192E-03
   0.90000000E+01   0.95000000E+01   0.00000000E+00   0.00000000E+00
   0.95000000E+01   0.10000000E+02   0.00000000E+00   0.00000000E+00
