-5.000000e+00	-4.500000e+00	0.000000e+00	0.000000e+00
-4.500000e+00	-4.000000e+00	7.605395e-02	2.247610e-04
-4.000000e+00	-3.500000e+00	1.623245e-01	3.283614e-04
-3.500000e+00	-3.000000e+00	2.543525e-01	4.110343e-04
-3.000000e+00	-2.500000e+00	3.129936e-01	4.559611e-04
-2.500000e+00	-2.000000e+00	3.093696e-01	4.533137e-04
-2.000000e+00	-1.500000e+00	2.514020e-01	4.086433e-04
-1.500000e+00	-1.000000e+00	1.661936e-01	3.322517e-04
-1.000000e+00	-5.000000e-01	8.721837e-02	2.406933e-04
-5.000000e-01	0.000000e+00	4.067494e-02	1.643704e-04
0.000000e+00	5.000000e-01	4.123289e-02	1.654939e-04
5.000000e-01	1.000000e+00	8.715328e-02	2.406035e-04
1.000000e+00	1.500000e+00	1.658030e-01	3.318611e-04
1.500000e+00	2.000000e+00	2.523512e-01	4.094141e-04
2.000000e+00	2.500000e+00	3.093802e-01	4.533215e-04
2.500000e+00	3.000000e+00	3.128223e-01	4.558363e-04
3.000000e+00	3.500000e+00	2.538311e-01	4.106128e-04
3.500000e+00	4.000000e+00	1.620568e-01	3.280905e-04
4.000000e+00	4.500000e+00	7.594701e-02	2.246029e-04
4.500000e+00	5.000000e+00	0.000000e+00	0.000000e+00
