5.000000000000E+01  5.465868705353E+06  2.801553137635E+03  0.000000000000E+00  3806456
1.500000000000E+02  5.346513888349E+06  2.770795746401E+03  0.000000000000E+00  3723338
2.500000000000E+02  2.014499598936E+06  1.700798260510E+03  0.000000000000E+00  1402907
3.500000000000E+02  8.093578995607E+05  1.078051036666E+03  0.000000000000E+00  563641
4.500000000000E+02  3.574750130945E+05  7.164607576361E+02  0.000000000000E+00  248947
5.500000000000E+02  1.699247024928E+05  4.939675550609E+02  0.000000000000E+00  118336
6.500000000000E+02  8.687328204513E+04  3.531930354743E+02  0.000000000000E+00  60499
7.500000000000E+02  4.613119322600E+04  2.573750006188E+02  0.000000000000E+00  32126
8.500000000000E+02  2.564374523212E+04  1.918966330928E+02  0.000000000000E+00  17858
9.500000000000E+02  1.486060258655E+04  1.460788114513E+02  0.000000000000E+00  10349
1.050000000000E+03  8.579775867685E+03  1.109959130309E+02  0.000000000000E+00  5975
1.150000000000E+03  5.143557683355E+03  8.594108333699E+01  0.000000000000E+00  3582
1.250000000000E+03  3.147593088195E+03  6.722925645688E+01  0.000000000000E+00  2192
1.350000000000E+03  1.974425408881E+03  5.324629356447E+01  0.000000000000E+00  1375
1.450000000000E+03  1.177475516569E+03  4.111922866494E+01  0.000000000000E+00  820
1.550000000000E+03  7.337682792278E+02  3.245999758851E+01  0.000000000000E+00  511
1.650000000000E+03  5.370437112157E+02  2.776986920589E+01  0.000000000000E+00  374
1.750000000000E+03  3.417550889554E+02  2.215269212038E+01  0.000000000000E+00  238
1.850000000000E+03  2.555983438406E+02  1.915790583634E+01  0.000000000000E+00  178
1.950000000000E+03  1.593899784624E+02  1.512862725004E+01  0.000000000000E+00  111
2.050000000000E+03  1.120037686493E+02  1.268192949792E+01  0.000000000000E+00  78
2.150000000000E+03  5.743783007654E+01  9.081718344980E+00  0.000000000000E+00  40
2.250000000000E+03  3.589864379784E+01  7.179728759568E+00  0.000000000000E+00  25
2.350000000000E+03  1.579540327105E+01  4.762493278402E+00  0.000000000000E+00  11
2.450000000000E+03  2.010324052679E+01  5.372817029654E+00  0.000000000000E+00  14
2.550000000000E+03  2.297513203062E+01  5.743783007654E+00  0.000000000000E+00  16
2.650000000000E+03  2.010324052679E+01  5.372817029654E+00  0.000000000000E+00  14
2.750000000000E+03  1.579540327105E+01  4.762493278402E+00  0.000000000000E+00  11
2.850000000000E+03  4.307837255741E+00  2.487130999227E+00  0.000000000000E+00  3
2.950000000000E+03  1.435945751914E+00  1.435945751914E+00  0.000000000000E+00  1
3.050000000000E+03  1.435945751914E+00  1.435945751914E+00  0.000000000000E+00  1
3.150000000000E+03  4.307837255741E+00  2.487130999227E+00  0.000000000000E+00  3
3.250000000000E+03  1.435945751914E+00  1.435945751914E+00  0.000000000000E+00  1
3.350000000000E+03  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0
3.450000000000E+03  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0
3.550000000000E+03  1.435945751914E+00  1.435945751914E+00  0.000000000000E+00  1
3.650000000000E+03  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0
3.750000000000E+03  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0
3.850000000000E+03  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0
3.950000000000E+03  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0
4.000000000000E+03  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0
