   1.250000000000E+01  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0
   3.750000000000E+01  1.869485790484E+06  1.638626831865E+03  0.000000000000E+00  1301620
   6.250000000000E+01  2.996060603892E+06  2.074408458812E+03  0.000000000000E+00  2085992
   8.750000000000E+01  2.718965587167E+06  1.976154215700E+03  0.000000000000E+00  1893066
   1.125000000000E+02  2.066225464192E+06  1.722692775706E+03  0.000000000000E+00  1438599
   1.375000000000E+02  1.443296689536E+06  1.439782151509E+03  0.000000000000E+00  1004888
   1.625000000000E+02  9.797701532313E+05  1.186263261163E+03  0.000000000000E+00  682160
   1.875000000000E+02  6.651150783881E+05  9.773888369004E+02  0.000000000000E+00  463083
   2.125000000000E+02  4.570518033404E+05  8.102176339357E+02  0.000000000000E+00  318220
   2.375000000000E+02  3.182084221034E+05  6.760437665406E+02  0.000000000000E+00  221551
   2.625000000000E+02  2.238192246551E+05  5.669799106890E+02  0.000000000000E+00  155833
   2.875000000000E+02  1.597153465621E+05  4.789523426306E+02  0.000000000000E+00  111201
   3.125000000000E+02  1.154737316470E+05  4.072495171446E+02  0.000000000000E+00  80398
   3.375000000000E+02  8.478481868773E+04  3.489619102390E+02  0.000000000000E+00  59031
   3.625000000000E+02  6.303385234452E+04  3.008887171843E+02  0.000000000000E+00  43887
   3.875000000000E+02  4.660859804572E+04  2.587331033447E+02  0.000000000000E+00  32451
   4.125000000000E+02  3.514855047226E+04  2.246842796254E+02  0.000000000000E+00  24472
   4.375000000000E+02  2.657398172760E+04  1.953652393360E+02  0.000000000000E+00  18502
   4.625000000000E+02  2.033623431418E+04  1.709047944507E+02  0.000000000000E+00  14159
   4.875000000000E+02  1.562955729973E+04  1.498277701990E+02  0.000000000000E+00  10882
   5.125000000000E+02  1.222127394444E+04  1.324882053370E+02  0.000000000000E+00  8509
   5.375000000000E+02  9.653212149558E+03  1.177483697983E+02  0.000000000000E+00  6721
   5.625000000000E+02  7.240268181212E+03  1.019756081861E+02  0.000000000000E+00  5041
   5.875000000000E+02  5.735050753339E+03  9.075856290255E+01  0.000000000000E+00  3993
   6.125000000000E+02  4.527142492994E+03  8.063638687517E+01  0.000000000000E+00  3152
   6.375000000000E+02  3.669685618528E+03  7.259946288563E+01  0.000000000000E+00  2555
   6.625000000000E+02  2.855317029210E+03  6.403923650012E+01  0.000000000000E+00  1988
   6.875000000000E+02  2.259262417982E+03  5.696424120813E+01  0.000000000000E+00  1573
   7.125000000000E+02  1.824070737976E+03  5.118465918937E+01  0.000000000000E+00  1270
   7.375000000000E+02  1.420477133747E+03  4.516854502365E+01  0.000000000000E+00  989
   7.625000000000E+02  1.272540688069E+03  4.275184051838E+01  0.000000000000E+00  886
   7.875000000000E+02  9.407608924209E+02  3.675856978978E+01  0.000000000000E+00  655
   8.125000000000E+02  7.281920190189E+02  3.234014293864E+01  0.000000000000E+00  507
   8.375000000000E+02  6.118536491165E+02  2.964440616295E+01  0.000000000000E+00  426
   8.625000000000E+02  4.811525174977E+02  2.628817026353E+01  0.000000000000E+00  335
   8.875000000000E+02  4.007210518862E+02  2.399054185083E+01  0.000000000000E+00  279
   9.125000000000E+02  2.930003390135E+02  2.051412696671E+01  0.000000000000E+00  204
   9.375000000000E+02  2.384218444914E+02  1.850512399419E+01  0.000000000000E+00  166
   9.625000000000E+02  2.154414257452E+02  1.759071875112E+01  0.000000000000E+00  150
   9.875000000000E+02  1.809707976260E+02  1.612216004114E+01  0.000000000000E+00  126
   0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0
   1.000000000000E+03  6.894125623848E+02  3.146723432047E+01  0.000000000000E+00  480
