   5.000000000000E+01  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0
   1.500000000000E+02  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0
   2.500000000000E+02  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0
   3.500000000000E+02  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0
   4.500000000000E+02  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0
   5.500000000000E+02  9.014182687634E+05  1.184321786040E+03  0.000000000000E+00  579313
   6.500000000000E+02  9.770186920356E+05  1.232985521577E+03  0.000000000000E+00  627899
   7.500000000000E+02  1.003181486192E+06  1.249385021173E+03  0.000000000000E+00  644713
   8.500000000000E+02  9.901592175890E+05  1.241249418296E+03  0.000000000000E+00  636344
   9.500000000000E+02  9.577863775491E+05  1.220789734023E+03  0.000000000000E+00  615539
   1.050000000000E+03  9.113471845190E+05  1.190826439875E+03  0.000000000000E+00  585694
   1.150000000000E+03  8.575838406566E+05  1.155167163175E+03  0.000000000000E+00  551142
   1.250000000000E+03  8.032603322945E+05  1.117981715810E+03  0.000000000000E+00  516230
   1.350000000000E+03  7.475021804084E+05  1.078481680715E+03  0.000000000000E+00  480396
   1.450000000000E+03  6.890210066493E+05  1.035434835382E+03  0.000000000000E+00  442812
   1.550000000000E+03  6.361772661737E+05  9.949370722099E+02  0.000000000000E+00  408851
   1.650000000000E+03  5.836991886353E+05  9.530179605303E+02  0.000000000000E+00  375125
   1.750000000000E+03  5.355063695190E+05  9.128278064314E+02  0.000000000000E+00  344153
   1.850000000000E+03  4.890858486402E+05  8.723667196212E+02  0.000000000000E+00  314320
   1.950000000000E+03  4.458769375595E+05  8.329406268142E+02  0.000000000000E+00  286551
   2.050000000000E+03  4.069999652756E+05  7.957996186257E+02  0.000000000000E+00  261566
   2.150000000000E+03  3.703543149151E+05  7.591284100953E+02  0.000000000000E+00  238015
   2.250000000000E+03  3.366324120399E+05  7.237432145822E+02  0.000000000000E+00  216343
   2.350000000000E+03  3.038845729890E+05  6.876395813070E+02  0.000000000000E+00  195297
   2.450000000000E+03  2.769142083463E+05  6.564160032308E+02  0.000000000000E+00  177964
   2.550000000000E+03  2.510143803029E+05  6.249652095467E+02  0.000000000000E+00  161319
   2.650000000000E+03  2.259516869838E+05  5.929448954873E+02  0.000000000000E+00  145212
   2.750000000000E+03  2.047774688994E+05  5.644787871051E+02  0.000000000000E+00  131604
   2.850000000000E+03  1.829279413905E+05  5.335149137500E+02  0.000000000000E+00  117562
   2.950000000000E+03  1.646292344039E+05  5.061275989410E+02  0.000000000000E+00  105802
   3.050000000000E+03  1.487423467906E+05  4.810872589413E+02  0.000000000000E+00  95592
   3.150000000000E+03  1.329690480897E+05  4.548642663354E+02  0.000000000000E+00  85455
   3.250000000000E+03  1.194099551747E+05  4.310491651076E+02  0.000000000000E+00  76741
   3.350000000000E+03  1.066133083841E+05  4.072979749403E+02  0.000000000000E+00  68517
   3.450000000000E+03  9.470825675539E+04  3.838843982980E+02  0.000000000000E+00  60866
   3.550000000000E+03  8.514344792493E+04  3.639838858621E+02  0.000000000000E+00  54719
   3.650000000000E+03  7.471194013260E+04  3.409585204397E+02  0.000000000000E+00  48015
   3.750000000000E+03  6.633125681377E+04  3.212666566380E+02  0.000000000000E+00  42629
   3.850000000000E+03  5.890440915674E+04  3.027474143339E+02  0.000000000000E+00  37856
   3.950000000000E+03  5.268813922381E+04  2.863274404837E+02  0.000000000000E+00  33861
   0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0
   4.000000000000E+03  3.671924975174E+05  7.558810194891E+02  0.000000000000E+00  235983
