0.000000e+00	5.000000e+01	0.000000e+00	0.000000e+00
5.000000e+01	1.000000e+02	4.312198e-10	2.489649e-10
1.000000e+02	1.500000e+02	9.569170e-07	1.172781e-08
1.500000e+02	2.000000e+02	1.709472e-04	1.559690e-07
2.000000e+02	2.500000e+02	2.600144e-04	1.922818e-07
2.500000e+02	3.000000e+02	2.149426e-04	1.748511e-07
3.000000e+02	3.500000e+02	1.675178e-04	1.544001e-07
3.500000e+02	4.000000e+02	1.291882e-04	1.356365e-07
4.000000e+02	4.500000e+02	1.000141e-04	1.193945e-07
4.500000e+02	5.000000e+02	7.778894e-05	1.053540e-07
5.000000e+02	5.500000e+02	6.104783e-05	9.339447e-08
5.500000e+02	6.000000e+02	4.835842e-05	8.319166e-08
6.000000e+02	6.500000e+02	3.852845e-05	7.433148e-08
6.500000e+02	7.000000e+02	3.082001e-05	6.656355e-08
7.000000e+02	7.500000e+02	2.507512e-05	6.004374e-08
7.500000e+02	8.000000e+02	2.030830e-05	5.403590e-08
8.000000e+02	8.500000e+02	1.665860e-05	4.894002e-08
8.500000e+02	9.000000e+02	1.362481e-05	4.425977e-08
9.000000e+02	9.500000e+02	1.137331e-05	4.043770e-08
9.500000e+02	1.000000e+03	9.386944e-06	3.673702e-08
1.000000e+03	1.050000e+03	7.905395e-06	3.371338e-08
1.050000e+03	1.100000e+03	6.573294e-06	3.074187e-08
1.100000e+03	1.150000e+03	5.496262e-06	2.811062e-08
1.150000e+03	1.200000e+03	4.634923e-06	2.581403e-08
1.200000e+03	1.250000e+03	3.929786e-06	2.376930e-08
1.250000e+03	1.300000e+03	3.297362e-06	2.177269e-08
1.300000e+03	1.350000e+03	2.815248e-06	2.011794e-08
1.350000e+03	1.400000e+03	2.425389e-06	1.867292e-08
1.400000e+03	1.450000e+03	2.073036e-06	1.726316e-08
1.450000e+03	1.500000e+03	1.767961e-06	1.594218e-08
1.500000e+03	1.550000e+03	1.531287e-06	1.483658e-08
1.550000e+03	1.600000e+03	1.320335e-06	1.377656e-08
1.600000e+03	1.650000e+03	1.099899e-06	1.257375e-08
1.650000e+03	1.700000e+03	9.809149e-07	1.187400e-08
1.700000e+03	1.750000e+03	8.512569e-07	1.106144e-08
1.750000e+03	1.800000e+03	7.132501e-07	1.012525e-08
1.800000e+03	1.850000e+03	6.186580e-07	9.430042e-09
1.850000e+03	1.900000e+03	5.395917e-07	8.806931e-09
1.900000e+03	1.950000e+03	4.749014e-07	8.262234e-09
1.950000e+03	2.000000e+03	4.189910e-07	7.760626e-09
2.000000e+03	2.050000e+03	3.679673e-07	7.272730e-09
2.050000e+03	2.100000e+03	3.155064e-07	6.734335e-09
2.100000e+03	2.150000e+03	2.896353e-07	6.452307e-09
2.150000e+03	2.200000e+03	2.496787e-07	5.990697e-09
2.200000e+03	2.250000e+03	2.094319e-07	5.486650e-09
2.250000e+03	2.300000e+03	1.852831e-07	5.160644e-09
2.300000e+03	2.350000e+03	1.678902e-07	4.912458e-09
2.350000e+03	2.400000e+03	1.451788e-07	4.568127e-09
2.400000e+03	2.450000e+03	1.264923e-07	4.264016e-09
2.450000e+03	2.500000e+03	1.128367e-07	4.027284e-09
