0.000000e+00	2.400000e-02	1.282425e-05	4.293977e-08
2.400000e-02	4.800000e-02	2.078452e-05	5.466580e-08
4.800000e-02	7.200000e-02	2.909873e-05	6.468202e-08
7.200000e-02	9.600000e-02	3.297180e-05	6.882022e-08
9.600000e-02	1.200000e-01	3.487941e-05	7.076065e-08
1.200000e-01	1.440000e-01	3.567468e-05	7.155406e-08
1.440000e-01	1.680000e-01	3.572241e-05	7.160140e-08
1.680000e-01	1.920000e-01	3.527552e-05	7.115693e-08
1.920000e-01	2.160000e-01	3.446439e-05	7.034305e-08
2.160000e-01	2.400000e-01	3.381145e-05	6.968097e-08
2.400000e-01	2.640000e-01	3.291330e-05	6.875985e-08
2.640000e-01	2.880000e-01	3.198809e-05	6.779788e-08
2.880000e-01	3.120000e-01	3.105910e-05	6.681805e-08
3.120000e-01	3.360000e-01	3.008666e-05	6.577088e-08
3.360000e-01	3.600000e-01	2.916210e-05	6.475241e-08
3.600000e-01	3.840000e-01	2.839014e-05	6.388962e-08
3.840000e-01	4.080000e-01	2.755840e-05	6.294677e-08
4.080000e-01	4.320000e-01	2.682208e-05	6.210015e-08
4.320000e-01	4.560000e-01	2.619340e-05	6.136804e-08
4.560000e-01	4.800000e-01	2.552260e-05	6.057714e-08
4.800000e-01	5.040000e-01	2.488400e-05	5.981447e-08
5.040000e-01	5.280000e-01	2.428075e-05	5.908499e-08
5.280000e-01	5.520000e-01	2.379274e-05	5.848821e-08
5.520000e-01	5.760000e-01	2.335575e-05	5.794859e-08
5.760000e-01	6.000000e-01	2.301187e-05	5.752041e-08
6.000000e-01	6.240000e-01	2.252286e-05	5.690595e-08
6.240000e-01	6.480000e-01	2.217022e-05	5.645870e-08
6.480000e-01	6.720000e-01	2.189762e-05	5.611052e-08
6.720000e-01	6.960000e-01	2.158881e-05	5.571346e-08
6.960000e-01	7.200000e-01	2.145790e-05	5.554428e-08
7.200000e-01	7.440000e-01	2.118343e-05	5.518790e-08
7.440000e-01	7.680000e-01	2.104721e-05	5.501016e-08
7.680000e-01	7.920000e-01	2.089000e-05	5.480433e-08
7.920000e-01	8.160000e-01	2.071799e-05	5.457823e-08
8.160000e-01	8.400000e-01	2.059340e-05	5.441388e-08
8.400000e-01	8.640000e-01	2.062056e-05	5.444975e-08
8.640000e-01	8.880000e-01	2.053693e-05	5.433921e-08
8.880000e-01	9.120000e-01	2.056509e-05	5.437646e-08
9.120000e-01	9.360000e-01	2.057400e-05	5.438824e-08
9.360000e-01	9.600000e-01	2.070333e-05	5.455892e-08
9.600000e-01	9.840000e-01	2.100999e-05	5.496150e-08
9.840000e-01	1.008000e+00	2.141422e-05	5.548771e-08
1.008000e+00	1.032000e+00	1.997190e-05	5.358647e-08
1.032000e+00	1.056000e+00	1.704257e-05	4.950083e-08
1.056000e+00	1.080000e+00	1.456633e-05	4.576351e-08
1.080000e+00	1.104000e+00	1.255438e-05	4.248555e-08
1.104000e+00	1.128000e+00	1.092597e-05	3.963445e-08
1.128000e+00	1.152000e+00	9.628073e-06	3.720588e-08
1.152000e+00	1.176000e+00	8.558369e-06	3.507814e-08
1.176000e+00	1.200000e+00	7.555916e-06	3.295973e-08
