0.000000e+00	1.000000e+02	5.470107e-03	2.804056e-06
1.000000e+02	2.000000e+02	5.350883e-03	2.773330e-06
2.000000e+02	3.000000e+02	2.019283e-03	1.703677e-06
3.000000e+02	4.000000e+02	8.105797e-04	1.079410e-06
4.000000e+02	5.000000e+02	3.578923e-04	7.172407e-07
5.000000e+02	6.000000e+02	1.708047e-04	4.954943e-07
6.000000e+02	7.000000e+02	8.642652e-05	3.524620e-07
7.000000e+02	8.000000e+02	4.582717e-05	2.566553e-07
8.000000e+02	9.000000e+02	2.549515e-05	1.914333e-07
9.000000e+02	1.000000e+03	1.460110e-05	1.448710e-07
1.000000e+03	1.100000e+03	8.515154e-06	1.106331e-07
1.100000e+03	1.200000e+03	5.022274e-06	8.496478e-08
1.200000e+03	1.300000e+03	3.035788e-06	6.605785e-08
1.300000e+03	1.400000e+03	1.950551e-06	5.295017e-08
1.400000e+03	1.500000e+03	1.282160e-06	4.292990e-08
1.500000e+03	1.600000e+03	7.517599e-07	3.287217e-08
1.600000e+03	1.700000e+03	5.160264e-07	2.723483e-08
1.700000e+03	1.800000e+03	3.119157e-07	2.117422e-08
1.800000e+03	1.900000e+03	2.069855e-07	1.724879e-08
1.900000e+03	2.000000e+03	1.653009e-07	1.541439e-08
2.000000e+03	2.100000e+03	1.007976e-07	8.034182e-09
2.100000e+03	2.200000e+03	6.837326e-08	6.616977e-09
2.200000e+03	2.300000e+03	4.653014e-08	5.458630e-09
2.300000e+03	2.400000e+03	3.181859e-08	4.513952e-09
2.400000e+03	2.500000e+03	2.194302e-08	3.748562e-09
2.500000e+03	2.600000e+03	1.516083e-08	3.115860e-09
2.600000e+03	2.700000e+03	1.055687e-08	2.600064e-09
2.700000e+03	2.800000e+03	7.370500e-09	2.172526e-09
2.800000e+03	2.900000e+03	5.155963e-09	1.817069e-09
2.900000e+03	3.000000e+03	3.615674e-09	1.521637e-09
3.000000e+03	3.100000e+03	2.546123e-09	1.276898e-09
3.100000e+03	3.200000e+03	1.811039e-09	1.076912e-09
3.200000e+03	3.300000e+03	1.285549e-09	9.073205e-10
3.300000e+03	3.400000e+03	9.147727e-10	7.653729e-10
3.400000e+03	3.500000e+03	6.374912e-10	6.389305e-10
3.500000e+03	3.600000e+03	4.706741e-10	5.490054e-10
3.600000e+03	3.700000e+03	3.334422e-10	4.620902e-10
3.700000e+03	3.800000e+03	2.328396e-10	3.861401e-10
3.800000e+03	3.900000e+03	1.701471e-10	3.300872e-10
3.900000e+03	4.000000e+03	1.290351e-10	2.874554e-10
