0.00 10.00 1.434738406938888E-01 1.403378806894269E-05
10.00 20.00 0.000000000000000E+00 0.000000000000000E+00
20.00 30.00 0.000000000000000E+00 0.000000000000000E+00
30.00 40.00 0.000000000000000E+00 0.000000000000000E+00
40.00 50.00 0.000000000000000E+00 0.000000000000000E+00
50.00 60.00 0.000000000000000E+00 0.000000000000000E+00
60.00 70.00 0.000000000000000E+00 0.000000000000000E+00
70.00 80.00 0.000000000000000E+00 0.000000000000000E+00
80.00 90.00 0.000000000000000E+00 0.000000000000000E+00
90.00 100.00 0.000000000000000E+00 0.000000000000000E+00
100.00 110.00 0.000000000000000E+00 0.000000000000000E+00
110.00 120.00 0.000000000000000E+00 0.000000000000000E+00
120.00 130.00 0.000000000000000E+00 0.000000000000000E+00
130.00 140.00 0.000000000000000E+00 0.000000000000000E+00
140.00 150.00 0.000000000000000E+00 0.000000000000000E+00
150.00 160.00 0.000000000000000E+00 0.000000000000000E+00
160.00 170.00 0.000000000000000E+00 0.000000000000000E+00
170.00 180.00 0.000000000000000E+00 0.000000000000000E+00
180.00 190.00 0.000000000000000E+00 0.000000000000000E+00
190.00 200.00 0.000000000000000E+00 0.000000000000000E+00
200.00 210.00 0.000000000000000E+00 0.000000000000000E+00
210.00 220.00 0.000000000000000E+00 0.000000000000000E+00
220.00 230.00 0.000000000000000E+00 0.000000000000000E+00
230.00 240.00 0.000000000000000E+00 0.000000000000000E+00
240.00 250.00 0.000000000000000E+00 0.000000000000000E+00
250.00 260.00 0.000000000000000E+00 0.000000000000000E+00
260.00 270.00 0.000000000000000E+00 0.000000000000000E+00
270.00 280.00 0.000000000000000E+00 0.000000000000000E+00
280.00 290.00 0.000000000000000E+00 0.000000000000000E+00
290.00 300.00 0.000000000000000E+00 0.000000000000000E+00
300.00 310.00 0.000000000000000E+00 0.000000000000000E+00
310.00 320.00 0.000000000000000E+00 0.000000000000000E+00
320.00 330.00 0.000000000000000E+00 0.000000000000000E+00
330.00 340.00 0.000000000000000E+00 0.000000000000000E+00
340.00 350.00 0.000000000000000E+00 0.000000000000000E+00
350.00 360.00 0.000000000000000E+00 0.000000000000000E+00
360.00 370.00 0.000000000000000E+00 0.000000000000000E+00
370.00 380.00 0.000000000000000E+00 0.000000000000000E+00
380.00 390.00 0.000000000000000E+00 0.000000000000000E+00
390.00 400.00 0.000000000000000E+00 0.000000000000000E+00
400.00 410.00 0.000000000000000E+00 0.000000000000000E+00
410.00 420.00 0.000000000000000E+00 0.000000000000000E+00
