  -5.0000000e+00   -4.5000000e+00   +0.0000000e+00   +0.0000000e+00  +0.0000000e+00   +0.0000000e+00   +0.0000000e+00   +0.0000000e+00   +0.0000000e+00   +0.0000000e+00   +0.0000000e+00   +0.0000000e+00   +0.0000000e+00   +0.0000000e+00   +0.0000000e+00   +0.0000000e+00
  -4.5000000e+00   -4.0000000e+00   +3.7720228e-05   +2.1132318e-07  +3.7720228e-05   +3.3555260e-05   +4.2900653e-05   +3.7720228e-05   +3.7720228e-05   +3.7720228e-05   +3.3555260e-05   +3.3555260e-05   +3.3555260e-05   +4.2900653e-05   +4.2900653e-05   +4.2900653e-05
  -4.0000000e+00   -3.5000000e+00   +8.0450446e-05   +2.3304510e-07  +8.0450446e-05   +7.2456586e-05   +9.0231286e-05   +8.0450446e-05   +8.0450446e-05   +8.0450446e-05   +7.2456586e-05   +7.2456586e-05   +7.2456586e-05   +9.0231286e-05   +9.0231286e-05   +9.0231286e-05
  -3.5000000e+00   -3.0000000e+00   +1.2645928e-04   +5.8432384e-07  +1.2645928e-04   +1.1500573e-04   +1.4028005e-04   +1.2645928e-04   +1.2645928e-04   +1.2645928e-04   +1.1500573e-04   +1.1500573e-04   +1.1500573e-04   +1.4028005e-04   +1.4028005e-04   +1.4028005e-04
  -3.0000000e+00   -2.5000000e+00   +1.5117028e-04   +4.4922633e-07  +1.5117028e-04   +1.3874219e-04   +1.6594718e-04   +1.5117028e-04   +1.5117028e-04   +1.5117028e-04   +1.3874219e-04   +1.3874219e-04   +1.3874219e-04   +1.6594718e-04   +1.6594718e-04   +1.6594718e-04
  -2.5000000e+00   -2.0000000e+00   +1.4307546e-04   +1.8956380e-07  +1.4307546e-04   +1.3222703e-04   +1.5579897e-04   +1.4307546e-04   +1.4307546e-04   +1.4307546e-04   +1.3222703e-04   +1.3222703e-04   +1.3222703e-04   +1.5579897e-04   +1.5579897e-04   +1.5579897e-04
  -2.0000000e+00   -1.5000000e+00   +1.1119660e-04   +1.7386867e-07  +1.1119660e-04   +1.0335506e-04   +1.2025788e-04   +1.1119660e-04   +1.1119660e-04   +1.1119660e-04   +1.0335506e-04   +1.0335506e-04   +1.0335506e-04   +1.2025788e-04   +1.2025788e-04   +1.2025788e-04
  -1.5000000e+00   -1.0000000e+00   +7.0573243e-05   +1.1832962e-07  +7.0573243e-05   +6.5881789e-05   +7.5906639e-05   +7.0573243e-05   +7.0573243e-05   +7.0573243e-05   +6.5881789e-05   +6.5881789e-05   +6.5881789e-05   +7.5906639e-05   +7.5906639e-05   +7.5906639e-05
  -1.0000000e+00   -5.0000000e-01   +3.6184879e-05   +6.9958008e-08  +3.6184879e-05   +3.3851795e-05   +3.8794444e-05   +3.6184879e-05   +3.6184879e-05   +3.6184879e-05   +3.3851795e-05   +3.3851795e-05   +3.3851795e-05   +3.8794444e-05   +3.8794444e-05   +3.8794444e-05
  -5.0000000e-01   +0.0000000e+00   +1.7477372e-05   +5.9275262e-07  +1.7477372e-05   +1.6293295e-05   +1.8797120e-05   +1.7477372e-05   +1.7477372e-05   +1.7477372e-05   +1.6293295e-05   +1.6293295e-05   +1.6293295e-05   +1.8797120e-05   +1.8797120e-05   +1.8797120e-05
  +0.0000000e+00   +5.0000000e-01   +1.6854160e-05   +4.1012368e-08  +1.6854160e-05   +1.5741426e-05   +1.8086216e-05   +1.6854160e-05   +1.6854160e-05   +1.6854160e-05   +1.5741426e-05   +1.5741426e-05   +1.5741426e-05   +1.8086216e-05   +1.8086216e-05   +1.8086216e-05
  +5.0000000e-01   +1.0000000e+00   +3.6182451e-05   +6.0890077e-08  +3.6182451e-05   +3.3847742e-05   +3.8793951e-05   +3.6182451e-05   +3.6182451e-05   +3.6182451e-05   +3.3847742e-05   +3.3847742e-05   +3.3847742e-05   +3.8793951e-05   +3.8793951e-05   +3.8793951e-05
  +1.0000000e+00   +1.5000000e+00   +7.0551694e-05   +1.6105252e-07  +7.0551694e-05   +6.5864100e-05   +7.5880154e-05   +7.0551694e-05   +7.0551694e-05   +7.0551694e-05   +6.5864100e-05   +6.5864100e-05   +6.5864100e-05   +7.5880154e-05   +7.5880154e-05   +7.5880154e-05
  +1.5000000e+00   +2.0000000e+00   +1.1131043e-04   +4.9546517e-07  +1.1131043e-04   +1.0347258e-04   +1.2036683e-04   +1.1131043e-04   +1.1131043e-04   +1.1131043e-04   +1.0347258e-04   +1.0347258e-04   +1.0347258e-04   +1.2036683e-04   +1.2036683e-04   +1.2036683e-04
  +2.0000000e+00   +2.5000000e+00   +1.4293725e-04   +2.2900678e-07  +1.4293725e-04   +1.3211648e-04   +1.5562473e-04   +1.4293725e-04   +1.4293725e-04   +1.4293725e-04   +1.3211648e-04   +1.3211648e-04   +1.3211648e-04   +1.5562473e-04   +1.5562473e-04   +1.5562473e-04
  +2.5000000e+00   +3.0000000e+00   +1.5103814e-04   +2.8619775e-07  +1.5103814e-04   +1.3858253e-04   +1.6585540e-04   +1.5103814e-04   +1.5103814e-04   +1.5103814e-04   +1.3858253e-04   +1.3858253e-04   +1.3858253e-04   +1.6585540e-04   +1.6585540e-04   +1.6585540e-04
  +3.0000000e+00   +3.5000000e+00   +1.2596570e-04   +5.1946200e-07  +1.2596570e-04   +1.1460643e-04   +1.3966240e-04   +1.2596570e-04   +1.2596570e-04   +1.2596570e-04   +1.1460643e-04   +1.1460643e-04   +1.1460643e-04   +1.3966240e-04   +1.3966240e-04   +1.3966240e-04
  +3.5000000e+00   +4.0000000e+00   +8.0534108e-05   +2.3226816e-07  +8.0534108e-05   +7.2535445e-05   +9.0322182e-05   +8.0534108e-05   +8.0534108e-05   +8.0534108e-05   +7.2535445e-05   +7.2535445e-05   +7.2535445e-05   +9.0322182e-05   +9.0322182e-05   +9.0322182e-05
  +4.0000000e+00   +4.5000000e+00   +3.7425644e-05   +2.4055173e-07  +3.7425644e-05   +3.3288144e-05   +4.2573423e-05   +3.7425644e-05   +3.7425644e-05   +3.7425644e-05   +3.3288144e-05   +3.3288144e-05   +3.3288144e-05   +4.2573423e-05   +4.2573423e-05   +4.2573423e-05
  +4.5000000e+00   +5.0000000e+00   +0.0000000e+00   +0.0000000e+00  +0.0000000e+00   +0.0000000e+00   +0.0000000e+00   +0.0000000e+00   +0.0000000e+00   +0.0000000e+00   +0.0000000e+00   +0.0000000e+00   +0.0000000e+00   +0.0000000e+00   +0.0000000e+00   +0.0000000e+00
<\histogram>
