0.00000 10.0000 0.0 0.0 0.0 0.0 0.0 0.0
10.0000 20.0000 0.0 0.0 0.0 0.0 0.0 0.0
20.0000 30.0000 0.0 0.0 9.079958750000002e-06 0.0 9.079958750000002e-06 0.0
30.0000 40.0000 0.013148224409448819 2.5693470937916503e-06 0.00029143515625 0.0 0.013439659565698819 2.5693470937916503e-06
40.0000 50.0000 0.008507725748031495 2.030931196418261e-06 0.00018750750000000001 0.0 0.008695233248031495 2.030931196418261e-06
50.0000 60.0000 0.005723413622047244 1.6024758256772064e-06 0.0001222781875 0.0 0.0058456918095472436 1.6024758256772064e-06
60.0000 70.0000 0.003945185748031499 1.2799560079959716e-06 8.344630000000001e-05 0.0 0.004028632048031499 1.2799560079959716e-06
70.0000 80.0000 0.002768209055118111 1.0892482564060926e-06 5.736903125000001e-05 0.0 0.0028255780863681106 1.0892482564060926e-06
80.0000 90.0000 0.001969959606299212 8.921062693971252e-07 3.9683753125e-05 0.0 0.002009643359424212 8.921062693971252e-07
90.0000 100.000 0.0014179648818897635 7.480269141551759e-07 2.7394315624999998e-05 0.0 0.0014453591975147635 7.480269141551759e-07
100.000 110.000 0.0010334892913385827 6.62300350899321e-07 1.8909121875000002e-05 0.0 0.0010523984132135827 6.62300350899321e-07
110.000 120.000 0.0007591589448818895 5.814300999677723e-07 1.2949121875e-05 0.0 0.0007721080667568895 5.814300999677723e-07
120.000 130.000 0.000562647157480315 5.06395188013774e-07 8.757288125e-06 0.0 0.000571404445605315 5.06395188013774e-07
130.000 140.000 0.00042122260629921267 4.444210701299548e-07 5.94932e-06 0.0 0.0004271719262992127 4.444210701299548e-07
140.000 150.000 0.00031831740157480296 4.133921796162397e-07 3.955521875e-06 0.0 0.000322272923449803 4.133921796162397e-07
150.000 160.000 0.00024253986614173231 3.557639127221866e-07 2.5723440624999996e-06 0.0 0.0002451122102042323 3.557639127221866e-07
160.000 170.000 0.00018659117322834638 3.2467349779610524e-07 1.6614831250000004e-06 0.0 0.00018825265635334637 3.2467349779610524e-07
170.000 180.000 0.0001443297086614174 2.986903569712349e-07 1.025632875e-06 0.0 0.0001453553415364174 2.986903569712349e-07
180.000 190.000 0.00011306680314960633 2.659288411410641e-07 5.4844859375e-07 0.0 0.00011361525174335633 2.659288411410641e-07
190.000 200.000 8.893217401574808e-05 2.677609340262795e-07 2.413900625e-07 0.0 8.917356407824808e-05 2.677609340262795e-07
200.000 210.000 7.054921574803155e-05 2.401067806391115e-07 9.475803125e-08 0.0 7.064397377928154e-05 2.401067806391115e-07
210.000 220.000 5.612966062992128e-05 2.520789224285444e-07 6.755788749999999e-08 0.0 5.6197218517421284e-05 2.520789224285444e-07
220.000 230.000 4.4405818897637796e-05 1.8151468971767376e-07 4.959194375e-08 0.0 4.445541084138779e-05 1.8151468971767376e-07
230.000 240.000 3.577390157480314e-05 1.750093897163863e-07 4.0839253125000004e-08 0.0 3.5814740827928143e-05 1.750093897163863e-07
240.000 250.000 2.8908597637795262e-05 1.704972934423592e-07 2.6491471875e-08 0.0 2.8935089109670262e-05 1.704972934423592e-07
250.000 260.000 2.3430867716535432e-05 1.5519006810783458e-07 2.4861609374999997e-08 0.0 2.3455729325910433e-05 1.5519006810783458e-07
260.000 270.000 1.9385078740157483e-05 1.5777553747785508e-07 1.9819156875e-08 0.0 1.9404897897032482e-05 1.5777553747785508e-07
270.000 280.000 1.549387007874015e-05 1.408090163192074e-07 1.6553726562500005e-08 0.0 1.5510423805302652e-05 1.408090163192074e-07
280.000 290.000 1.2887784330708663e-05 1.34024495466316e-07 9.31438e-09 0.0 1.2897098710708663e-05 1.34024495466316e-07
290.000 300.000 1.0688506377952753e-05 1.2114332193873772e-07 6.6489965625000004e-09 0.0 1.0695155374515252e-05 1.2114332193873772e-07
300.000 310.000 8.571781023622046e-06 1.0616396422395726e-07 5.060707812500001e-09 0.0 8.576841731434545e-06 1.0616396422395726e-07
310.000 320.000 7.264742677165353e-06 1.4760391371704844e-07 4.682012499999999e-09 0.0 7.269424689665353e-06 1.4760391371704844e-07
320.000 330.000 6.087933228346457e-06 9.823465797872954e-08 4.534318437499999e-09 0.0 6.092467546783957e-06 9.823465797872954e-08
330.000 340.000 4.687504173228348e-06 7.341783722443113e-08 3.62796375e-09 0.0 4.691132136978348e-06 7.341783722443113e-08
340.000 350.000 4.09312440944882e-06 7.527836724535751e-08 4.899022125e-09 0.0 4.0980234315738195e-06 7.527836724535751e-08
350.000 360.000 3.3348459055118106e-06 6.19775115353866e-08 1.7907350625000005e-09 0.0 3.3366366405743107e-06 6.19775115353866e-08
360.000 370.000 2.8794292992125976e-06 6.161668087509653e-08 2.0293625625e-09 0.0 2.8814586617750975e-06 6.161668087509653e-08
370.000 380.000 2.2970030866141727e-06 5.3711494239632624e-08 1.19923965625e-09 0.0 2.298202326270423e-06 5.3711494239632624e-08
380.000 390.000 1.943977874015749e-06 4.989272170592805e-08 1.6912316250000003e-09 0.0 1.945669105640749e-06 4.989272170592805e-08
390.000 400.000 1.7709708425196852e-06 6.104148580487423e-08 7.983558437499999e-10 0.0 1.7717691983634351e-06 6.104148580487423e-08
400.000 410.000 1.471783598425197e-06 5.276423280340174e-08 6.051758906249999e-10 0.0 1.472388774315822e-06 5.276423280340174e-08
410.000 420.000 1.1464886929133855e-06 3.655558680319359e-08 3.844034343749999e-10 0.0 1.1468730963477604e-06 3.655558680319359e-08
420.000 430.000 9.858973543307089e-07 3.180125877308525e-08 7.957337749999999e-10 0.0 9.866930881057088e-07 3.180125877308525e-08
430.000 440.000 8.382570393700787e-07 3.647384793079364e-08 4.806429740625001e-10 0.0 8.387376823441412e-07 3.647384793079364e-08
440.000 450.000 7.173215511811026e-07 3.327932927930798e-08 3.5440054937500007e-10 0.0 7.176759517304775e-07 3.327932927930798e-08
450.000 460.000 6.70883598425197e-07 3.590564865952534e-08 5.252286336875e-10 0.0 6.714088270588845e-07 3.590564865952534e-08
460.000 470.000 5.346949519685039e-07 2.6780603744283426e-08 6.465894683093751e-10 0.0 5.353415414368132e-07 2.6780603744283426e-08
470.000 480.000 4.3608457007874e-07 2.56107202187651e-08 5.051086703750001e-10 0.0 4.36589678749115e-07 2.56107202187651e-08
480.000 490.000 4.172976692913384e-07 3.016983672988832e-08 1.5742099628125e-10 0.0 4.1745509028761963e-07 3.016983672988832e-08
490.000 500.000 3.1771660314960627e-07 2.1123615543944446e-08 5.685808375000001e-11 0.0 3.177734612333563e-07 2.1123615543944446e-08
500.000 510.000 2.7873131102362195e-07 1.86557045405855e-08 4.820152564062501e-11 0.0 2.787795125492626e-07 1.86557045405855e-08
510.000 520.000 2.528570905511811e-07 1.9865997416416292e-08 7.405157101249999e-11 0.0 2.529311421221936e-07 1.9865997416416292e-08
520.000 530.000 1.9801133543307094e-07 2.4729896800044397e-08 2.2709610759856253e-11 0.0 1.980340450438308e-07 2.4729896800044397e-08
530.000 540.000 2.107709669291337e-07 2.5744148770917087e-08 1.8684881735781246e-11 0.0 2.1078965181086946e-07 2.5744148770917087e-08
540.000 550.000 1.3219033913385826e-07 1.0232450661037052e-08 4.911016916112501e-11 0.0 1.3223944930301938e-07 1.0232450661037052e-08
550.000 560.000 1.388996592125984e-07 1.9541681909595265e-08 5.076378362614377e-12 0.0 1.3890473559096102e-07 1.9541681909595265e-08
560.000 570.000 1.1451260259842516e-07 1.3472862714997266e-08 3.0890159599706523e-11 0.0 1.1454349275802487e-07 1.3472862714997266e-08
570.000 580.000 8.880385708661416e-08 1.1088525884773005e-08 9.891011116100313e-12 0.0 8.881374809773027e-08 1.1088525884773005e-08
580.000 590.000 6.997222937007872e-08 6.4545060875697405e-09 2.9802462568639066e-11 0.0 7.000203183264736e-08 6.4545060875697405e-09
590.000 600.000 5.6470276882677156e-08 6.546373727618182e-09 1.0434674749672364e-11 0.0 5.648071155742683e-08 6.546373727618182e-09
600.000 610.000 5.025817722834645e-08 9.689543609133104e-09 2.374684042636945e-11 0.0 5.028192406877282e-08 9.689543609133104e-09
610.000 620.000 5.656866027559057e-08 9.603274219716187e-09 5.6229249056598186e-12 0.0 5.6574283200496234e-08 9.603274219716187e-09
620.000 630.000 4.9356392700787396e-08 1.501917103805449e-08 5.317388871728125e-12 0.0 4.936171008965912e-08 1.501917103805449e-08
630.000 640.000 3.9985608094488185e-08 7.108005648336063e-09 1.0681542720099183e-11 0.0 3.999628963720829e-08 7.108005648336063e-09
640.000 650.000 3.102952132204724e-08 4.663999568825482e-09 5.20359934000772e-12 0.0 3.1034724921387244e-08 4.663999568825482e-09
650.000 660.000 1.9294683031496056e-08 2.6746632942895013e-09 3.6361514909373627e-11 0.0 1.933104454640543e-08 2.6746632942895013e-09
660.000 670.000 1.4268309095275588e-08 2.542201855833593e-09 2.352486363648274e-13 0.0 1.4268544343911952e-08 2.542201855833593e-09
670.000 680.000 1.6220291555905512e-08 2.726937229057736e-09 4.157808921164571e-11 0.0 1.626186964511716e-08 2.726937229057736e-09
680.000 690.000 1.6226020669914178e-08 3.7700703123134686e-09 1.1542760523260686e-12 0.0 1.6227174945966504e-08 3.7700703123134686e-09
690.000 700.000 1.291980088927559e-08 2.0797295289346927e-09 7.274268094949252e-13 0.0 1.2920528316085085e-08 2.0797295289346927e-09
700.000 710.000 1.5723599541689078e-08 4.409904987032398e-09 5.023868922506779e-14 0.0 1.5723649780378303e-08 4.409904987032398e-09
710.000 720.000 9.544609643070864e-09 1.5993783996079571e-09 8.778134797437454e-13 0.0 9.545487456550608e-09 1.5993783996079571e-09
720.000 730.000 1.122707385053543e-08 4.243672819044377e-09 2.7562293407596477e-14 0.0 1.1227101412828838e-08 4.243672819044377e-09
