

 bin[1,5]===> 0.857033 +/- 0.00148276 
 bin[1,6]===> 0.906857 +/- 0.00163415 
 bin[1,7]===> 0.938168 +/- 0.00194336 
 bin[1,8]===> 0.967406 +/- 0.00222047 
 bin[1,9]===> 0.985175 +/- 0.00251328 
 bin[1,10]===> 0.999319 +/- 0.00286324 
 bin[1,11]===> 1.01723 +/- 0.00329703 
 bin[1,12]===> 1.02738 +/- 0.00380041 
 bin[1,13]===> 1.04406 +/- 0.00427568 
 bin[1,14]===> 1.04646 +/- 0.00476478 
 bin[1,15]===> 1.05328 +/- 0.0054665 
 bin[1,16]===> 1.06477 +/- 0.00600033 
 bin[2,5]===> 0.909669 +/- 0.00133103 
 bin[2,6]===> 0.940385 +/- 0.00152904 
 bin[2,7]===> 0.960992 +/- 0.00172262 
 bin[2,8]===> 0.974266 +/- 0.00196152 
 bin[2,9]===> 0.983209 +/- 0.00220549 
 bin[2,10]===> 1.00308 +/- 0.00249118 
 bin[2,11]===> 1.00826 +/- 0.00292021 
 bin[2,12]===> 1.01712 +/- 0.00316928 
 bin[2,13]===> 1.01996 +/- 0.00357406 
 bin[2,14]===> 1.02364 +/- 0.00411203 
 bin[2,15]===> 1.03502 +/- 0.00446458 
 bin[2,16]===> 1.04315 +/- 0.00510017 
 bin[3,5]===> 0.947224 +/- 0.00127798 
 bin[3,6]===> 0.9676 +/- 0.00132916 
 bin[3,7]===> 0.979524 +/- 0.00148579 
 bin[3,8]===> 0.985271 +/- 0.00168217 
 bin[3,9]===> 0.993668 +/- 0.00187009 
 bin[3,10]===> 0.99877 +/- 0.00209587 
 bin[3,11]===> 1.00721 +/- 0.002346 
 bin[3,12]===> 1.00812 +/- 0.0025969 
 bin[3,13]===> 1.01486 +/- 0.00289526 
 bin[3,14]===> 1.02163 +/- 0.00326347 
 bin[3,15]===> 1.01539 +/- 0.0035431 
 bin[3,16]===> 1.02576 +/- 0.00391017 
 bin[4,5]===> 0.970573 +/- 0.00126569 
 bin[4,6]===> 0.980912 +/- 0.00131902 
 bin[4,7]===> 0.986419 +/- 0.00141314 
 bin[4,8]===> 0.992759 +/- 0.00154164 
 bin[4,9]===> 0.996037 +/- 0.00168505 
 bin[4,10]===> 0.994487 +/- 0.00187014 
 bin[4,11]===> 1.00162 +/- 0.00205045 
 bin[4,12]===> 1.00733 +/- 0.00228812 
 bin[4,13]===> 1.01105 +/- 0.00248891 
 bin[4,14]===> 1.00427 +/- 0.00269944 
 bin[4,15]===> 1.00677 +/- 0.00297238 
 bin[4,16]===> 1.01129 +/- 0.00324362 
 bin[5,5]===> 0.982832 +/- 0.00146839 
 bin[5,6]===> 0.989413 +/- 0.00141205 
 bin[5,7]===> 0.991381 +/- 0.00142633 
 bin[5,8]===> 0.9961 +/- 0.00151769 
 bin[5,9]===> 0.998627 +/- 0.00162859 
 bin[5,10]===> 0.997501 +/- 0.00177474 
 bin[5,11]===> 1.00054 +/- 0.00190614 
 bin[5,12]===> 1.00129 +/- 0.00211021 
 bin[5,13]===> 1.00375 +/- 0.00224103 
 bin[5,14]===> 1.00193 +/- 0.00245476 
 bin[5,15]===> 1.0034 +/- 0.00264984 
 bin[5,16]===> 1.00387 +/- 0.00288099 
 bin[6,5]===> 0.983517 +/- 0.00188408 
 bin[6,6]===> 0.993146 +/- 0.00165787 
 bin[6,7]===> 0.994835 +/- 0.00163876 
 bin[6,8]===> 0.996682 +/- 0.00165128 
 bin[6,9]===> 0.998223 +/- 0.00172616 
 bin[6,10]===> 1.00011 +/- 0.00181693 
 bin[6,11]===> 0.996912 +/- 0.0019127 
 bin[6,12]===> 1.00267 +/- 0.00204109 
 bin[6,13]===> 0.998831 +/- 0.00221894 
 bin[6,14]===> 1.00028 +/- 0.0023486 
 bin[6,15]===> 0.997907 +/- 0.00255137 
 bin[6,16]===> 1.00776 +/- 0.00272182 
 bin[7,5]===> 0.991954 +/- 0.00300275 
 bin[7,6]===> 0.995868 +/- 0.00230908 
 bin[7,7]===> 0.99948 +/- 0.00207601 
 bin[7,8]===> 0.999439 +/- 0.00198405 
 bin[7,9]===> 0.993497 +/- 0.00199446 
 bin[7,10]===> 1.00122 +/- 0.00203737 
 bin[7,11]===> 1.00238 +/- 0.00210288 
 bin[7,12]===> 1.00206 +/- 0.00221283 
 bin[7,13]===> 1.00166 +/- 0.00231851 
 bin[7,14]===> 1.00224 +/- 0.00244622 
 bin[7,15]===> 1.00497 +/- 0.00257862 
 bin[7,16]===> 1.00484 +/- 0.00273914 
 bin[8,5]===> 1.00466 +/- 0.00607974 
 bin[8,6]===> 0.993314 +/- 0.00382213 
 bin[8,7]===> 1.00537 +/- 0.0030822 
 bin[8,8]===> 1.00272 +/- 0.00272255 
 bin[8,9]===> 1.00615 +/- 0.00258482 
 bin[8,10]===> 1.00129 +/- 0.00250977 
 bin[8,11]===> 1.00214 +/- 0.00251652 
 bin[8,12]===> 1.003 +/- 0.00257388 
 bin[8,13]===> 1.0051 +/- 0.00267222 
 bin[8,14]===> 0.997657 +/- 0.00273301 
 bin[8,15]===> 1.00368 +/- 0.00281945 
 bin[8,16]===> 0.998764 +/- 0.00346183 



	 It took me 0.163634 seconds.

