

 bin[5,5]===> 0.547247 +/- 0.00288547 
 bin[5,6]===> 0.659945 +/- 0.00335215 
 bin[5,7]===> 0.717618 +/- 0.00397108 
 bin[5,8]===> 0.779372 +/- 0.00473936 
 bin[5,9]===> 0.800005 +/- 0.0056151 
 bin[5,10]===> 0.8384 +/- 0.0064233 
 bin[5,11]===> 0.86637 +/- 0.00787791 
 bin[5,12]===> 0.869775 +/- 0.00803896 
 bin[5,13]===> 0.900251 +/- 0.00940391 
 bin[5,14]===> 0.921097 +/- 0.0115916 
 bin[5,15]===> 0.949989 +/- 0.0137393 
 bin[5,16]===> 0.930353 +/- 0.0132219 
 bin[6,5]===> 0.589798 +/- 0.00438212 
 bin[6,6]===> 0.712466 +/- 0.0044792 
 bin[6,7]===> 0.789185 +/- 0.00539161 
 bin[6,8]===> 0.836231 +/- 0.00636957 
 bin[6,9]===> 0.875801 +/- 0.0076274 
 bin[6,10]===> 0.892768 +/- 0.00783651 
 bin[6,11]===> 0.909659 +/- 0.0087189 
 bin[6,12]===> 0.930579 +/- 0.0092226 
 bin[6,13]===> 0.937892 +/- 0.0109735 
 bin[6,14]===> 0.92943 +/- 0.0120178 
 bin[6,15]===> 0.937157 +/- 0.0122046 
 bin[6,16]===> 0.966903 +/- 0.0134351 
 bin[7,5]===> 0.639387 +/- 0.0058824 
 bin[7,6]===> 0.760563 +/- 0.00720952 
 bin[7,7]===> 0.850339 +/- 0.00754001 
 bin[7,8]===> 0.907095 +/- 0.00817266 
 bin[7,9]===> 0.911548 +/- 0.00913513 
 bin[7,10]===> 0.939237 +/- 0.0114948 
 bin[7,11]===> 0.938223 +/- 0.0103415 
 bin[7,12]===> 0.961982 +/- 0.0108421 
 bin[7,13]===> 0.947379 +/- 0.011057 
 bin[7,14]===> 0.96201 +/- 0.0145496 
 bin[7,15]===> 0.973961 +/- 0.0169518 
 bin[7,16]===> 0.965438 +/- 0.0158386 
 bin[8,5]===> 0.766823 +/- 0.0154991 
 bin[8,6]===> 0.837886 +/- 0.0100894 
 bin[8,7]===> 0.902687 +/- 0.00960742 
 bin[8,8]===> 0.972309 +/- 0.0106831 
 bin[8,9]===> 0.966959 +/- 0.0108754 
 bin[8,10]===> 0.960906 +/- 0.0128346 
 bin[8,11]===> 0.995608 +/- 0.0139961 
 bin[8,12]===> 0.972952 +/- 0.0132711 
 bin[8,13]===> 0.996749 +/- 0.0144577 
 bin[8,14]===> 0.95728 +/- 0.0136938 
 bin[8,15]===> 0.965706 +/- 0.0149597 
 bin[8,16]===> 0.993768 +/- 0.0168391 
 bin[9,5]===> 0.720265 +/- 0.194951 
 bin[9,6]===> 1.03059 +/- 0.0405491 
 bin[9,7]===> 0.995843 +/- 0.0204695 
 bin[9,8]===> 1.033 +/- 0.0166625 
 bin[9,9]===> 1.02913 +/- 0.0164731 
 bin[9,10]===> 1.01605 +/- 0.0160213 
 bin[9,11]===> 1.08327 +/- 0.0210788 
 bin[9,12]===> 1.01126 +/- 0.0164068 
 bin[9,13]===> 1.00249 +/- 0.0159413 
 bin[9,14]===> 1.00698 +/- 0.0166283 
 bin[9,15]===> 0.98667 +/- 0.0178224 
 bin[9,16]===> 1.02248 +/- 0.0219106 



	 It took me 0.175258 seconds.

