

 bin[5,5]===> 1.08998 +/- 0.00553835 
 bin[5,6]===> 1.07892 +/- 0.00535285 
 bin[5,7]===> 1.04041 +/- 0.0056252 
 bin[5,8]===> 1.04556 +/- 0.00624437 
 bin[5,9]===> 1.02167 +/- 0.00702968 
 bin[5,10]===> 1.02694 +/- 0.00774598 
 bin[5,11]===> 1.035 +/- 0.00933233 
 bin[5,12]===> 1.01463 +/- 0.00929069 
 bin[5,13]===> 1.03245 +/- 0.0107445 
 bin[5,14]===> 1.04178 +/- 0.0130682 
 bin[5,15]===> 1.0592 +/- 0.0152683 
 bin[5,16]===> 1.0284 +/- 0.0145564 
 bin[6,5]===> 1.13705 +/- 0.00814348 
 bin[6,6]===> 1.09658 +/- 0.00671169 
 bin[6,7]===> 1.066 +/- 0.00712137 
 bin[6,8]===> 1.04234 +/- 0.00777531 
 bin[6,9]===> 1.03918 +/- 0.00892902 
 bin[6,10]===> 1.02293 +/- 0.008934 
 bin[6,11]===> 1.01855 +/- 0.0097285 
 bin[6,12]===> 1.02388 +/- 0.0101145 
 bin[6,13]===> 1.01715 +/- 0.0117746 
 bin[6,14]===> 0.998561 +/- 0.0127975 
 bin[6,15]===> 0.999141 +/- 0.0129802 
 bin[6,16]===> 1.02238 +/- 0.0141672 
 bin[7,5]===> 1.18981 +/- 0.0105234 
 bin[7,6]===> 1.15176 +/- 0.0106928 
 bin[7,7]===> 1.11871 +/- 0.00978927 
 bin[7,8]===> 1.09552 +/- 0.00975282 
 bin[7,9]===> 1.04658 +/- 0.0103873 
 bin[7,10]===> 1.04335 +/- 0.0124644 
 bin[7,11]===> 1.01804 +/- 0.0110952 
 bin[7,12]===> 1.02728 +/- 0.0114778 
 bin[7,13]===> 1.00055 +/- 0.0116611 
 bin[7,14]===> 1.00767 +/- 0.0152255 
 bin[7,15]===> 1.0136 +/- 0.0175448 
 bin[7,16]===> 0.999211 +/- 0.0162949 
 bin[8,5]===> 1.31328 +/- 0.0260539 
 bin[8,6]===> 1.23832 +/- 0.0145917 
 bin[8,7]===> 1.18308 +/- 0.0123884 
 bin[8,8]===> 1.16799 +/- 0.0126939 
 bin[8,9]===> 1.09993 +/- 0.0122395 
 bin[8,10]===> 1.0537 +/- 0.0136824 
 bin[8,11]===> 1.06697 +/- 0.0149707 
 bin[8,12]===> 1.02645 +/- 0.0139716 
 bin[8,13]===> 1.03936 +/- 0.0150549 
 bin[8,14]===> 0.990031 +/- 0.0141472 
 bin[8,15]===> 0.992834 +/- 0.0153524 
 bin[8,16]===> 1.01748 +/- 0.0172172 
 bin[9,5]===> 1.10397 +/- 0.298216 
 bin[9,6]===> 1.41723 +/- 0.05577 
 bin[9,7]===> 1.27718 +/- 0.0261531 
 bin[9,8]===> 1.24078 +/- 0.019897 
 bin[9,9]===> 1.17137 +/- 0.0186449 
 bin[9,10]===> 1.1136 +/- 0.0174768 
 bin[9,11]===> 1.15722 +/- 0.0224853 
 bin[9,12]===> 1.06248 +/- 0.0172 
 bin[9,13]===> 1.04143 +/- 0.0165383 
 bin[9,14]===> 1.03737 +/- 0.0171165 
 bin[9,15]===> 1.00993 +/- 0.0182325 
 bin[9,16]===> 1.04217 +/- 0.0223223 



	 It took me 0.169864 seconds.

