  +0.0000000e+00   +2.5000000e+01   +0.0000000e+00   +0.0000000e+00  +0.0000000e+00   +0.0000000e+00   +0.0000000e+00   +0.0000000e+00   +0.0000000e+00   +0.0000000e+00   +0.0000000e+00   +0.0000000e+00   +0.0000000e+00   +0.0000000e+00   +0.0000000e+00   +0.0000000e+00
  +2.5000000e+01   +5.0000000e+01   +9.3015139e-06   +3.9766618e-07  +9.3015139e-06   +8.9078893e-06   +9.7759535e-06   +9.3015139e-06   +9.0889774e-06   +9.5659271e-06   +9.1407713e-06   +8.9078893e-06   +9.4304950e-06   +9.5322352e-06   +9.3363328e-06   +9.7759535e-06
  +5.0000000e+01   +7.5000000e+01   +5.9788827e-05   +1.0022410e-06  +5.9788827e-05   +5.7784761e-05   +6.2089627e-05   +5.9788827e-05   +5.8800962e-05   +6.1017812e-05   +5.8973773e-05   +5.7784761e-05   +6.0453000e-05   +6.1091662e-05   +6.0289492e-05   +6.2089627e-05
  +7.5000000e+01   +1.0000000e+02   +1.1624191e-04   +9.8022594e-07  +1.1624191e-04   +1.1369324e-04   +1.1878997e-04   +1.1624191e-04   +1.1536391e-04   +1.1733422e-04   +1.1511176e-04   +1.1369324e-04   +1.1687652e-04   +1.1835698e-04   +1.1800895e-04   +1.1878997e-04
  +1.0000000e+02   +1.2500000e+02   +1.5306523e-04   +1.2196938e-06  +1.5306523e-04   +1.5084814e-04   +1.5598036e-04   +1.5306523e-04   +1.5278345e-04   +1.5341579e-04   +1.5198540e-04   +1.5084814e-04   +1.5340025e-04   +1.5538984e-04   +1.5598036e-04   +1.5465520e-04
  +1.2500000e+02   +1.5000000e+02   +1.6009670e-04   +2.2670530e-06  +1.6009670e-04   +1.5889621e-04   +1.6400847e-04   +1.6009670e-04   +1.6106166e-04   +1.5889621e-04   +1.5963725e-04   +1.5950116e-04   +1.5980656e-04   +1.6189437e-04   +1.6400847e-04   +1.5926424e-04
  +1.5000000e+02   +1.7500000e+02   +1.5012710e-04   +1.5164821e-06  +1.5012710e-04   +1.4828275e-04   +1.5391775e-04   +1.5012710e-04   +1.5144744e-04   +1.4848448e-04   +1.5002247e-04   +1.5021897e-04   +1.4977802e-04   +1.5140670e-04   +1.5391775e-04   +1.4828275e-04
  +1.7500000e+02   +2.0000000e+02   +1.3120017e-04   +1.0488208e-06  +1.3120017e-04   +1.2772407e-04   +1.3465071e-04   +1.3120017e-04   +1.3304140e-04   +1.2890954e-04   +1.3172141e-04   +1.3241679e-04   +1.3085629e-04   +1.3156408e-04   +1.3465071e-04   +1.2772407e-04
  +2.0000000e+02   +2.2500000e+02   +1.0635637e-04   +8.9079739e-07  +1.0635637e-04   +1.0188664e-04   +1.0963419e-04   +1.0635637e-04   +1.0862301e-04   +1.0353650e-04   +1.0724000e-04   +1.0842852e-04   +1.0576138e-04   +1.0618175e-04   +1.0963419e-04   +1.0188664e-04
  +2.2500000e+02   +2.5000000e+02   +8.8264430e-05   +8.9020643e-07  +8.8264430e-05   +8.3991123e-05   +9.0778065e-05   +8.8264430e-05   +9.0212376e-05   +8.5841029e-05   +8.9218484e-05   +9.0207959e-05   +8.7987499e-05   +8.7753688e-05   +9.0778065e-05   +8.3991123e-05
